school_year,nces_school_id,nces_lea_id,school_name,district_name,lea_name,state,county_name,county_fips,latitude,longitude,distance_downtown_kc_miles,operational_status,is_operating,school_type,is_charter,grade_span,grade_span_low,grade_span_high,lowest_grade,highest_grade,locale_code_year,locale_desc_year,locale_group_year,locale_code,locale_desc,locale_group,virtual_status_desc,is_virtual,enrollment_total,enrollment_pk,enrollment_k12,enrollment_kg,has_pre_k,is_standalone_pk,classroom_teacher_fte,teacher_fte_valid,students_per_classroom_teacher_fte_allgrades,frl_eligible,frl_rate,frl_observed,analytical_stratum,years_observed_count,years_operating_count,first_observed_school_year,last_observed_school_year,balanced_panel_eligible,grade_span_changed_any,lea_changed_any,school_type_changed_any,locale_changed_any,locale_code_fixed_2024_2025,locale_group_fixed_2024_2025,school_level
2014-2015,200795001406,2007950,Quindaro Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,39.14449,-94.65983,5.26,1,True,Regular School,False,KG-05,KG,05,KG,05,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,409.0,0.0,409.0,67.0,False,False,22.2,True,18.42,391.0,0.956,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Primary
2014-2015,200795001408,2007950,Frank Rushton Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,39.05001,-94.61652,4.19,1,True,Regular School,False,KG-05,KG,05,KG,05,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,421.0,0.0,421.0,93.0,False,False,22.3,True,18.88,380.0,0.9026,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,12,City,Primary
2014-2015,200795001409,2007950,New Stanley Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,39.07328,-94.67021,5.35,1,True,Regular School,False,KG-05,KG,05,KG,05,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,361.0,0.0,361.0,56.0,False,False,22.1,True,16.33,350.0,0.9695,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Primary
2014-2015,200795001410,2007950,Eugene Ware Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,39.12119,-94.68939,6.11,1,True,Regular School,False,KG-05,KG,05,KG,05,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,322.0,0.0,322.0,56.0,False,False,19.4,True,16.6,285.0,0.8851,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Primary
2014-2015,200795001413,2007950,Frances Willard Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,39.10955,-94.66764,4.83,1,True,Regular School,False,KG-05,KG,05,KG,05,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,492.0,0.0,492.0,75.0,False,False,28.2,True,17.45,461.0,0.937,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Primary
2014-2015,200795001414,2007950,Central Middle,Kansas City,Kansas City,KS,Wyandotte County,20209,39.095557,-94.633482,3.02,1,True,Regular School,False,06-08,06,08,06,08,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,636.0,0.0,636.0,0.0,False,False,42.7,True,14.89,622.0,0.978,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Middle
2014-2015,200795001415,2007950,Northwest Middle,Kansas City,Kansas City,KS,Wyandotte County,20209,39.13267,-94.65034,4.4,1,True,Regular School,False,06-08,06,08,06,08,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,729.0,0.0,729.0,0.0,False,False,49.3,True,14.79,701.0,0.9616,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Middle
2014-2015,200795001417,2007950,Argentine Middle,Kansas City,Kansas City,KS,Wyandotte County,20209,39.070548,-94.652892,4.59,1,True,Regular School,False,06-08,06,08,06,08,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,601.0,0.0,601.0,0.0,False,False,42.3,True,14.21,582.0,0.9684,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Middle
2014-2015,200795001418,2007950,Rosedale Middle,Kansas City,Kansas City,KS,Wyandotte County,20209,39.06155,-94.61525,3.48,1,True,Regular School,False,06-08,06,08,06,08,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,623.0,0.0,623.0,0.0,False,False,37.6,True,16.57,563.0,0.9037,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Middle
2014-2015,200795001419,2007950,Sumner Academy of Arts & Science,Kansas City,Kansas City,KS,Wyandotte County,20209,39.1219,-94.63004,3.09,1,True,Regular School,False,08-12,08,12,08,12,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,917.0,0.0,917.0,0.0,False,False,59.2,True,15.49,689.0,0.7514,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,High
2014-2015,200795001420,2007950,Wyandotte High,Kansas City,Kansas City,KS,Wyandotte County,20209,39.114558,-94.656861,4.31,1,True,Regular School,False,09-12,09,12,09,12,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,1476.0,0.0,1476.0,0.0,False,False,102.3,True,14.43,1386.0,0.939,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,High
2014-2015,200795001421,2007950,Arrowhead Middle,Kansas City,Kansas City,KS,Wyandotte County,20209,39.12767,-94.76408,10.13,1,True,Regular School,False,06-08,06,08,06,08,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,457.0,0.0,457.0,0.0,False,False,34.0,True,13.44,372.0,0.814,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Middle
2014-2015,200795001423,2007950,J C Harmon High,Kansas City,Kansas City,KS,Wyandotte County,20209,39.064113,-94.656318,4.98,1,True,Regular School,False,09-12,09,12,09,12,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,1296.0,0.0,1296.0,0.0,False,False,81.2,True,15.96,1206.0,0.9306,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,High
2014-2015,200795001425,2007950,F L Schlagle High,Kansas City,Kansas City,KS,Wyandotte County,20209,39.131107,-94.718947,7.81,1,True,Regular School,False,09-12,09,12,09,12,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,820.0,0.0,820.0,0.0,False,False,58.7,True,13.97,709.0,0.8646,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,High
2014-2015,200795001426,2007950,Claude A Huyck Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,39.12138,-94.77203,10.49,1,True,Regular School,False,KG-05,KG,05,KG,05,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,249.0,0.0,249.0,51.0,False,False,13.8,True,18.04,206.0,0.8273,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Primary
2014-2015,200795001427,2007950,D D Eisenhower Middle,Kansas City,Kansas City,KS,Wyandotte County,20209,39.13952,-94.74485,9.3,1,True,Regular School,False,06-08,06,08,06,08,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,525.0,0.0,525.0,0.0,False,False,35.0,True,15.0,457.0,0.8705,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Middle
2014-2015,200795001428,2007950,Hazel Grove Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,39.13278,-94.73368,8.61,1,True,Regular School,False,PK-05,PK,05,PK,05,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,489.0,0.0,489.0,90.0,False,False,27.6,True,17.72,433.0,0.8855,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,12,City,Primary
2014-2015,200795001429,2007950,John F Kennedy Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,39.13453,-94.74536,9.24,1,True,Regular School,False,KG-05,KG,05,KG,05,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,440.0,0.0,440.0,72.0,False,False,23.8,True,18.49,379.0,0.8614,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Primary
2014-2015,200795001430,2007950,Lindbergh Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,39.11014,-94.70961,7.08,1,True,Regular School,False,KG-05,KG,05,KG,05,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,212.0,0.0,212.0,47.0,False,False,14.5,True,14.62,199.0,0.9387,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Primary
2014-2015,200795001431,2007950,Stony Point South,Kansas City,Kansas City,KS,Wyandotte County,20209,39.09492,-94.76051,9.81,1,True,Regular School,False,KG-05,KG,05,KG,05,41,Rural: Fringe,Rural,41,Rural: Fringe,Rural,Not reported,False,353.0,0.0,353.0,55.0,False,False,19.7,True,17.92,302.0,0.8555,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,41,Rural,Primary
2014-2015,200795001432,2007950,Stony Point North,Kansas City,Kansas City,KS,Wyandotte County,20209,39.10769,-94.76866,10.23,1,True,Regular School,False,KG-05,KG,05,KG,05,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,301.0,0.0,301.0,47.0,False,False,23.2,True,12.97,237.0,0.7874,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Primary
2014-2015,200795001433,2007950,Washington High,Kansas City,Kansas City,KS,Wyandotte County,20209,39.144053,-94.748936,9.6,1,True,Regular School,False,09-12,09,12,09,12,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,1002.0,0.0,1002.0,0.0,False,False,65.8,True,15.23,844.0,0.8423,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,High
2014-2015,200795001434,2007950,Welborn Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,39.143,-94.69992,7.11,1,True,Regular School,False,KG-05,KG,05,KG,05,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,508.0,0.0,508.0,90.0,False,False,26.8,True,18.96,451.0,0.8878,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Primary
2014-2015,200795001437,2007950,M E Pearson Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,39.107373,-94.639012,3.29,1,True,Regular School,False,PK-05,PK,05,PK,05,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,540.0,61.0,479.0,85.0,True,False,34.7,True,15.56,515.0,0.9537,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Primary
2014-2015,200795001714,2007950,Whittier Elem,Kansas City,Kansas City,KS,Wyandotte County,20209,39.095718,-94.634908,3.09,1,True,Regular School,False,KG-05,KG,05,KG,05,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,639.0,0.0,639.0,119.0,False,False,38.6,True,16.55,627.0,0.9812,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Primary
2014-2015,200795001778,2007950,McKinley Elementary School,Kansas City,Kansas City,KS,Wyandotte County,20209,39.114515,-94.643223,3.6,1,True,Regular School,False,KG-05,KG,05,KG,05,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,255.0,0.0,255.0,41.0,False,False,14.2,True,17.96,245.0,0.9608,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,12,City,Primary
2014-2015,200834001230,2008340,Lansing High 9-12,Lansing,Lansing,KS,Leavenworth County,20103,39.242798,-94.894301,19.52,1,True,Regular School,False,09-12,09,12,09,12,31,Town: Fringe,Town,31,Town: Fringe,Town,Not reported,False,844.0,0.0,844.0,0.0,False,False,59.2,True,14.26,223.0,0.2642,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,True,41,Rural,High
2014-2015,200834001664,2008340,Lansing Middle 6-8,Lansing,Lansing,KS,Leavenworth County,20103,39.251244,-94.908581,20.47,1,True,Regular School,False,06-08,06,08,06,08,31,Town: Fringe,Town,31,Town: Fringe,Town,Not reported,False,618.0,0.0,618.0,0.0,False,False,43.0,True,14.37,188.0,0.3042,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,31,Town,Middle
2014-2015,200834001920,2008340,Lansing Elementary School,Lansing,Lansing,KS,Leavenworth County,20103,39.24828,-94.907361,20.31,1,True,Regular School,False,PK-05,PK,05,PK,05,31,Town: Fringe,Town,31,Town: Fringe,Town,Not reported,False,1041.0,0.0,1041.0,164.0,False,False,71.5,True,14.56,333.0,0.3199,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,31,Town,Primary
2014-2015,200843001157,2008430,Leavenworth Sr High,Leavenworth,Leavenworth,KS,Leavenworth County,20103,39.296541,-94.928656,23.07,1,True,Regular School,False,09-12,09,12,09,12,31,Town: Fringe,Town,31,Town: Fringe,Town,Not reported,False,1395.0,0.0,1395.0,0.0,False,False,81.2,True,17.18,640.0,0.4588,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,31,Town,High
2014-2015,200843001850,2008430,Leavenworth Virtual School,Leavenworth,Leavenworth,KS,Leavenworth County,20103,39.307255,-94.915397,22.94,1,True,Regular School,False,KG-08,KG,08,KG,08,31,Town: Fringe,Town,31,Town: Fringe,Town,Not reported,False,87.0,0.0,87.0,9.0,False,False,4.0,True,21.75,20.0,0.2299,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,31,Town,Primary
2014-2015,200843001968,2008430,Henry Leavenworth,Leavenworth,Leavenworth,KS,Leavenworth County,20103,39.28939,-94.949981,23.73,1,True,Regular School,False,PK-05,PK,05,PK,05,41,Rural: Fringe,Rural,41,Rural: Fringe,Rural,Not reported,False,574.0,39.0,535.0,89.0,True,False,32.9,True,17.45,343.0,0.5976,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,41,Rural,Primary
2014-2015,200843001997,2008430,Anthony Elementary,Leavenworth,Leavenworth,KS,Leavenworth County,20103,39.29497,-94.914881,22.41,1,True,Regular School,False,PK-05,PK,05,PK,05,31,Town: Fringe,Town,31,Town: Fringe,Town,Not reported,False,463.0,56.0,407.0,63.0,True,False,30.2,True,15.33,406.0,0.8769,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,31,Town,Primary
2014-2015,200843002030,2008430,Richard Warren Middle School,Leavenworth,Leavenworth,KS,Leavenworth County,20103,39.282228,-94.935404,22.81,1,True,Regular School,False,06-08,06,08,06,08,31,Town: Fringe,Town,31,Town: Fringe,Town,Not reported,False,655.0,0.0,655.0,0.0,False,False,51.0,True,12.84,485.0,0.7405,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,31,Town,Middle
2014-2015,200843002036,2008430,David Brewer Elementary,Leavenworth,Leavenworth,KS,Leavenworth County,20103,39.32064,-94.943741,24.71,1,True,Regular School,False,PK-05,PK,05,PK,05,31,Town: Fringe,Town,31,Town: Fringe,Town,Not reported,False,407.0,50.0,357.0,63.0,True,False,28.3,True,14.38,307.0,0.7543,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,True,False,False,False,31,Town,Primary
2014-2015,200897000982,2008970,Broadmoor Elementary,Louisburg,Louisburg,KS,Miami County,20121,38.616097,-94.673932,34.02,1,True,Regular School,False,03-05,03,05,03,05,32,Town: Distant,Town,32,Town: Distant,Town,Not reported,False,384.0,0.0,384.0,0.0,False,False,22.0,True,17.45,104.0,0.2708,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,True,42,Rural,Primary
2014-2015,200897000983,2008970,Louisburg High,Louisburg,Louisburg,KS,Miami County,20121,38.619697,-94.669132,33.73,1,True,Regular School,False,09-12,09,12,09,12,32,Town: Distant,Town,32,Town: Distant,Town,Not reported,False,522.0,0.0,522.0,0.0,False,False,34.2,True,15.26,113.0,0.2165,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,True,42,Rural,High
2014-2015,200897001638,2008970,Louisburg Middle,Louisburg,Louisburg,KS,Miami County,20121,38.615617,-94.67407,34.05,1,True,Regular School,False,06-08,06,08,06,08,32,Town: Distant,Town,32,Town: Distant,Town,Not reported,False,394.0,0.0,394.0,0.0,False,False,27.6,True,14.28,86.0,0.2183,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,True,42,Rural,Middle
2014-2015,200897001911,2008970,Rockville Elementary School,Louisburg,Louisburg,KS,Miami County,20121,38.62901,-94.65806,33.01,1,True,Regular School,False,PK-02,PK,02,PK,02,41,Rural: Fringe,Rural,41,Rural: Fringe,Rural,Not reported,False,462.0,88.0,374.0,117.0,True,False,28.1,True,16.44,127.0,0.2749,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,True,42,Rural,Primary
2014-2015,201014000040,2010140,Olathe East Sr High,Olathe,Olathe,KS,Johnson County,20091,38.895876,-94.753885,17.13,1,True,Regular School,False,09-12,09,12,09,12,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,2032.0,0.0,2032.0,0.0,False,False,125.9,True,16.14,444.0,0.2185,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,High
2014-2015,201014000130,2010140,Central Elem,Olathe,Olathe,KS,Johnson County,20091,38.878408,-94.816375,20.1,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,283.0,18.0,265.0,49.0,True,False,26.5,True,10.68,224.0,0.7915,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,201014000131,2010140,Fairview Elem,Olathe,Olathe,KS,Johnson County,20091,38.88957,-94.83188,20.07,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,389.0,40.0,349.0,65.0,True,False,27.7,True,14.04,288.0,0.7404,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,201014000132,2010140,Ridgeview Elem,Olathe,Olathe,KS,Johnson County,20091,38.877144,-94.798522,19.58,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,303.0,35.0,268.0,49.0,True,False,26.5,True,11.43,251.0,0.8284,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,201014000133,2010140,Washington Elem,Olathe,Olathe,KS,Johnson County,20091,38.901548,-94.796941,18.21,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,448.0,32.0,416.0,74.0,True,False,34.2,True,13.1,364.0,0.8125,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,201014000134,2010140,Westview Elem,Olathe,Olathe,KS,Johnson County,20091,38.875106,-94.83042,20.77,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,274.0,32.0,242.0,36.0,True,False,23.6,True,11.61,201.0,0.7336,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,201014000135,2010140,Santa Fe Trail Middle School,Olathe,Olathe,KS,Johnson County,20091,38.899174,-94.79622,18.31,1,True,Regular School,False,06-08,06,08,06,08,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,760.0,0.0,760.0,0.0,False,False,61.5,True,12.36,417.0,0.5487,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Middle
2014-2015,201014000136,2010140,Oregon Trail Middle School,Olathe,Olathe,KS,Johnson County,20091,38.870575,-94.847296,21.6,1,True,Regular School,False,06-08,06,08,06,08,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,533.0,0.0,533.0,0.0,False,False,47.2,True,11.29,308.0,0.5779,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Middle
2014-2015,201014000137,2010140,Olathe North Sr High,Olathe,Olathe,KS,Johnson County,20091,38.887964,-94.809273,19.35,1,True,Regular School,False,09-12,09,12,09,12,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,2297.0,0.0,2297.0,0.0,False,False,138.2,True,16.62,905.0,0.394,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,High
2014-2015,201014000140,2010140,Meadow Lane Elem,Olathe,Olathe,KS,Johnson County,20091,38.927847,-94.838462,18.48,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,388.0,20.0,368.0,57.0,True,False,25.3,True,15.34,14.0,0.0361,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,201014000141,2010140,Rolling Ridge Elem,Olathe,Olathe,KS,Johnson County,20091,38.8771,-94.84294,21.11,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,482.0,85.0,397.0,62.0,True,False,33.1,True,14.56,313.0,0.6494,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,201014000142,2010140,Northview Elem,Olathe,Olathe,KS,Johnson County,20091,38.894884,-94.814353,19.17,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,252.0,14.0,238.0,34.0,True,False,22.6,True,11.15,135.0,0.5357,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,201014000143,2010140,Havencroft Elem,Olathe,Olathe,KS,Johnson County,20091,38.869488,-94.788063,19.67,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,294.0,16.0,278.0,48.0,True,False,24.6,True,11.95,173.0,0.5884,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,201014000144,2010140,Scarborough Elem,Olathe,Olathe,KS,Johnson County,20091,38.851463,-94.789031,20.74,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,319.0,11.0,308.0,40.0,True,False,21.4,True,14.91,85.0,0.2665,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,201014000145,2010140,Black Bob Elem,Olathe,Olathe,KS,Johnson County,20091,38.86285,-94.76858,19.48,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,309.0,10.0,299.0,38.0,True,False,19.7,True,15.69,89.0,0.288,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,201014000910,2010140,Heatherstone Elem,Olathe,Olathe,KS,Johnson County,20091,38.905254,-94.745952,16.36,1,True,Regular School,False,PK-05,PK,05,PK,05,21,Suburb: Large,Suburb,21,Suburb: Large,Suburb,Not reported,False,445.0,31.0,414.0,69.0,True,False,27.6,True,16.12,106.0,0.2382,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,21,Suburb,Primary
2014-2015,201014001000,2010140,Bentwood Elem,Olathe,Olathe,KS,Johnson County,20091,38.890658,-94.722555,16.58,1,True,Regular School,False,PK-05,PK,05,PK,05,12,City: Midsize,City,12,City: Midsize,City,Not reported,False,321.0,4.0,317.0,42.0,True,False,22.4,True,14.33,27.0,0.0841,True,Operating Regular (NCES),11,11,2014-2015,2024-2025,True,False,False,False,False,12,City,Primary
