school_year,nces_lea_id,district_name,lea_name,state,county_primary,operating_schools_count,regular_schools_count,enrollment_total,enrollment_pk,enrollment_k12,enrollment_kg,teachers_prek_fte,teachers_kindergarten_fte,teachers_elementary_fte,teachers_secondary_fte,teachers_ungraded_fte,teachers_total_reported_fte,teachers_k12_fte,teachers_k12_fte_components,teachers_sum_diff_reported,paraprofessionals_fte,instructional_coordinators_fte,counselors_fte,psychologists_fte,student_support_staff_fte,librarians_fte,school_administrators_fte,school_admin_support_fte,lea_administrators_fte,lea_admin_support_fte,other_support_staff_fte,total_staff_fte,teacher_k12_valid,students_per_teacher_fte_k12,students_per_teacher_para_fte_k12,teachers_k12_per_1000,paraprofessionals_per_1000,counselors_per_1000,school_administrators_per_1000,lea_total_operating_schools_national,lea_operating_schools_in_region,lea_operating_schools_outside_region,lea_geographic_coverage_share,lea_fully_within_region
2014-2015,2931800,MIDWAY R-I,MIDWAY R-I,MO,Cass County,2,2,437,0,437,23,0.09,2.25,17.66,19.57,,39.57,39.48,39.48,0.0,7.0,0.0,2.0,,3.5,1.8,2.0,,1.0,,9.0,65.87,True,11.07,9.4,90.34,16.02,4.58,4.58,2,2,0,1.0,True
2015-2016,2000018,School for Blind,School for Blind,KS,Wyandotte County,2,0,38,1,37,1,1.0,0.6,1.0,9.2,,11.8,10.8,,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,12.8,True,3.43,3.43,291.89,0.0,0.0,0.0,2,2,0,1.0,True
2015-2016,2000019,School for Deaf,School for Deaf,KS,Johnson County,2,0,110,13,97,6,3.0,4.0,8.0,15.7,,30.7,27.7,,0.0,0.0,2.0,0.0,,1.0,1.0,2.0,,1.6,,0.0,38.3,True,3.5,3.5,285.57,0.0,0.0,20.62,2,2,0,1.0,True
2015-2016,2000025,KS. State Penitentiary,KS. State Penitentiary,KS,Leavenworth County,1,1,0,0,0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,True,,,,,,,1,1,0,1.0,True
2015-2016,2003780,Basehor-Linwood,Basehor-Linwood,KS,Leavenworth County,5,5,2454,25,2429,145,1.5,20.5,52.1,76.3,,150.4,148.9,,0.0,36.7,0.5,4.0,,14.1,2.0,11.3,,2.5,,47.6,269.1,True,16.31,13.09,61.3,15.11,1.65,4.65,5,5,0,1.0,True
2015-2016,2004050,Bonner Springs,Bonner Springs,KS,Wyandotte County,5,5,2768,80,2688,201,3.0,50.5,52.0,84.8,,190.3,187.3,,0.0,31.0,4.0,8.0,,20.0,3.0,11.3,,1.0,,60.0,328.6,True,14.35,12.31,69.68,11.53,2.98,4.2,5,5,0,1.0,True
2015-2016,2005490,De Soto,De Soto,KS,Johnson County,12,12,7054,145,6909,457,6.0,99.0,127.3,249.9,,482.2,476.2,,0.0,81.4,10.5,13.4,,54.5,3.0,22.0,,2.0,,101.8,770.8,True,14.51,12.39,68.92,11.78,1.94,3.18,12,12,0,1.0,True
2015-2016,2005640,Easton,Easton,KS,Leavenworth County,3,3,621,5,616,41,0.5,11.1,11.1,33.2,,55.9,55.4,,0.0,0.8,1.0,1.0,,6.3,0.0,4.1,,1.0,,18.3,88.4,True,11.12,10.96,89.94,1.3,1.62,6.66,3,3,0,1.0,True
2015-2016,2006330,Ft Leavenworth,Ft Leavenworth,KS,Leavenworth County,4,4,1863,176,1687,238,6.0,38.5,62.0,22.5,,129.0,123.0,123.0,0.0,40.4,4.0,4.0,,23.5,3.0,5.0,,1.7,,44.4,255.0,True,13.72,10.32,72.91,23.95,2.37,2.96,4,4,0,1.0,True
2015-2016,2006420,Gardner Edgerton,Gardner Edgerton,KS,Johnson County,11,11,5860,249,5611,460,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,11,11,0,1.0,True
2015-2016,2007950,Kansas City,Kansas City,KS,Wyandotte County,43,43,22052,805,21247,1765,64.5,210.2,523.5,704.8,,1503.0,1438.5,,0.0,293.0,119.5,47.0,,188.0,21.0,93.0,,15.0,,771.0,3050.5,True,14.77,12.27,67.7,13.79,2.21,4.38,43,43,0,1.0,True
2015-2016,2008340,Lansing,Lansing,KS,Leavenworth County,3,3,2640,35,2605,184,2.9,36.5,47.0,112.1,,198.5,195.6,,0.0,58.4,0.0,3.0,,21.4,3.0,7.0,,3.0,,42.3,336.6,True,13.32,10.26,75.09,22.42,1.15,2.69,3,3,0,1.0,True
2015-2016,2008430,Leavenworth,Leavenworth,KS,Leavenworth County,7,7,3836,151,3685,287,9.0,56.1,75.2,126.3,,266.6,257.6,,0.0,92.0,5.0,8.0,,51.0,3.5,18.0,,2.0,,100.0,546.1,True,14.31,10.54,69.91,24.97,2.17,4.88,7,7,0,1.0,True
2015-2016,2008970,Louisburg,Louisburg,KS,Miami County,4,4,1795,82,1713,114,2.7,14.8,32.1,58.8,,108.4,105.7,,0.0,19.0,1.0,2.0,,7.0,2.0,5.5,,1.5,,36.5,182.9,True,16.21,13.74,61.7,11.09,1.17,3.21,4,4,0,1.0,True
2015-2016,2010140,Olathe,Olathe,KS,Johnson County,48,48,29430,863,28567,2123,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,48,48,0,1.0,True
2015-2016,2010260,Osawatomie,Osawatomie,KS,Miami County,4,4,1185,60,1125,81,4.0,11.0,23.5,48.0,,86.5,82.5,82.5,0.0,2.0,4.0,2.0,,11.5,1.6,5.0,,1.0,,48.0,161.6,True,13.64,13.31,73.33,1.78,1.78,4.44,4,4,0,1.0,True
2015-2016,2010500,Paola,Paola,KS,Miami County,4,4,2018,38,1980,142,1.0,23.5,40.8,69.8,,135.1,134.1,134.1,0.0,227.0,0.0,2.0,,20.0,2.9,6.0,,4.0,,36.0,433.0,True,14.77,5.48,67.73,114.65,1.01,3.03,4,4,0,1.0,True
2015-2016,2010680,Piper-Kansas City,Piper-Kansas City,KS,Wyandotte County,4,4,2128,110,2018,146,4.5,15.6,37.0,65.0,,122.1,117.6,,0.0,13.5,1.0,4.0,,8.0,3.0,6.0,,1.0,,36.9,195.5,True,17.16,15.39,58.28,6.69,1.98,2.97,4,4,0,1.0,True
2015-2016,2011640,Shawnee Mission Pub Sch,Shawnee Mission Pub Sch,KS,Johnson County,43,43,27643,368,27275,2091,15.0,405.8,603.0,723.0,,1746.8,1731.8,,0.0,328.9,43.6,26.5,,195.1,5.0,67.8,,8.0,,422.3,2844.0,True,15.75,13.24,63.49,12.06,0.97,2.49,43,43,0,1.0,True
2015-2016,2011850,Spring Hill,Spring Hill,KS,Johnson County,7,7,3649,83,3566,257,5.0,38.0,53.1,114.9,,211.0,206.0,,0.0,80.9,2.0,7.0,,25.6,0.0,10.0,,2.0,,54.9,393.4,True,17.31,12.43,57.77,22.69,1.96,2.8,7,7,0,1.0,True
2015-2016,2012000,Blue Valley,Blue Valley,KS,Johnson County,34,34,22614,509,22105,1424,26.8,294.4,358.6,807.8,,1487.6,1460.8,,0.0,375.9,33.0,60.4,,209.4,39.0,66.0,,8.0,,343.1,2622.4,True,15.13,12.04,66.08,17.01,2.73,2.99,34,34,0,1.0,True
2015-2016,2012210,Tonganoxie,Tonganoxie,KS,Leavenworth County,3,3,1966,19,1947,130,2.1,28.2,44.2,79.5,,154.0,151.9,,0.0,44.0,1.5,4.0,,9.5,1.0,5.5,,2.5,,77.0,299.0,True,12.82,9.94,78.02,22.6,2.05,2.82,3,3,0,1.0,True
2015-2016,2012360,Turner-Kansas City,Turner-Kansas City,KS,Wyandotte County,7,7,4249,212,4037,338,6.0,46.8,77.9,131.9,,262.6,256.6,,0.0,73.0,13.0,10.0,,38.1,1.0,15.0,,5.0,,105.2,522.9,True,15.73,12.25,63.56,18.08,2.48,3.72,7,7,0,1.0,True
2015-2016,2900009,DIVISION OF YOUTH SERVICE,DIVISION OF YOUTH SERVICE,MO,Clay County,5,4,748,0,748,0,,,,113.46,,113.46,113.46,,,0.0,7.0,1.0,,0.0,0.0,0.0,,1.0,,0.0,122.46,True,6.59,6.59,151.68,0.0,1.34,0.0,42,5,37,0.119,False
2015-2016,2900011,B. BANNEKER ACADEMY,B. BANNEKER ACADEMY,MO,Jackson County,1,1,369,12,357,45,1.0,2.0,20.2,,,23.2,22.2,22.2,0.0,4.35,0.0,0.0,,3.0,0.0,2.0,,0.0,,6.0,38.55,True,16.08,13.45,62.18,12.18,0.0,5.6,1,1,0,1.0,True
2015-2016,2900013,DELLA LAMB ELEM.,DELLA LAMB ELEM.,MO,Jackson County,2,2,548,0,548,72,,7.08,46.92,,,54.0,54.0,54.0,,1.79,3.0,0.0,,41.96,0.0,1.0,,1.0,,8.0,110.75,True,10.15,9.82,98.54,3.27,0.0,1.82,2,2,0,1.0,True
2015-2016,2900014,HOGAN PREPARATORY ACADEMY,HOGAN PREPARATORY ACADEMY,MO,Jackson County,3,3,1003,0,1003,43,,3.8,20.8,61.8,,86.4,86.4,86.4,,7.0,3.06,2.0,,6.57,5.0,7.99,,1.0,,3.23,122.25,True,11.61,10.74,86.14,6.98,1.99,7.97,3,3,0,1.0,True
2015-2016,2900015,GORDON PARKS ELEM.,GORDON PARKS ELEM.,MO,Jackson County,1,1,173,0,173,55,,3.47,18.53,,,22.0,22.0,22.0,,3.0,0.25,0.8,,2.0,0.0,1.0,,0.0,,3.0,32.05,True,7.86,6.92,127.17,17.34,4.62,5.78,1,1,0,1.0,True
2015-2016,2900016,GENESIS SCHOOL INC.,GENESIS SCHOOL INC.,MO,Jackson County,1,1,285,0,285,42,,1.0,0.0,18.0,,19.0,19.0,19.0,,6.0,1.0,0.0,,13.0,1.0,1.0,,1.0,,3.0,45.0,True,15.0,11.4,66.67,21.05,0.0,3.51,1,1,0,1.0,True
2015-2016,2900017,ACADEMIE LAFAYETTE,ACADEMIE LAFAYETTE,MO,Jackson County,2,2,907,0,907,120,,7.14,56.96,,,64.1,64.1,64.1,,3.9,0.0,0.0,,5.9,1.5,5.0,,0.1,,1.0,81.5,True,14.15,13.34,70.67,4.3,0.0,5.51,2,2,0,1.0,True
2015-2016,2900019,SCUOLA VITA NUOVA,SCUOLA VITA NUOVA,MO,Jackson County,1,1,202,0,202,23,,1.14,18.76,,,19.9,19.9,19.9,,2.0,0.0,1.0,,0.3,0.0,2.0,,0.0,,2.0,27.2,True,10.15,9.22,98.51,9.9,4.95,9.9,1,1,0,1.0,True
2015-2016,2900022,MO SCHLS FOR THE SEV DISABLED,MO SCHLS FOR THE SEV DISABLED,MO,Jackson County,5,0,845,0,845,23,,2.0,173.85,0.0,,175.85,175.85,175.85,,309.75,0.0,0.0,,0.0,0.0,25.4,,2.0,,0.0,513.0,True,4.81,1.74,208.11,366.57,0.0,30.06,35,5,30,0.1429,False
2015-2016,2900024,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson County,2,2,534,0,534,49,,4.19,24.62,15.19,,44.0,44.0,44.0,,0.0,0.1,0.0,,2.0,1.0,4.8,,1.0,,0.0,52.9,True,12.14,12.14,82.4,0.0,0.0,8.99,2,2,0,1.0,True
2015-2016,2900025,ALLEN VILLAGE,ALLEN VILLAGE,MO,Jackson County,2,2,672,0,672,34,,2.42,29.71,12.1,,44.23,44.23,44.23,,12.0,2.25,1.5,,1.0,0.0,2.25,,0.25,,0.0,63.48,True,15.19,11.95,65.82,17.86,2.23,3.35,2,2,0,1.0,True
2015-2016,2900027,UNIVERSITY ACADEMY,UNIVERSITY ACADEMY,MO,Jackson County,3,3,1003,0,1003,124,,8.08,32.47,32.45,,73.0,73.0,73.0,,6.0,0.0,3.0,,5.0,2.0,7.0,,2.0,,0.0,98.0,True,13.74,12.7,72.78,5.98,2.99,6.98,3,3,0,1.0,True
2015-2016,2900028,LEE A. TOLBERT COM. ACADEMY,LEE A. TOLBERT COM. ACADEMY,MO,Jackson County,1,1,541,0,541,70,,5.71,31.8,,,37.51,37.51,37.51,,9.0,2.29,0.0,,2.0,1.0,3.0,,0.0,,5.0,59.8,True,14.42,11.63,69.33,16.64,0.0,5.55,1,1,0,1.0,True
2015-2016,2900029,ALTA VISTA CHARTER SCH.,ALTA VISTA CHARTER SCH.,MO,Jackson County,3,3,849,0,849,76,,4.0,20.0,48.63,,72.63,72.63,72.63,,4.0,1.98,4.0,,8.96,0.0,6.0,,0.99,,0.0,98.56,True,11.69,11.08,85.55,4.71,4.71,7.07,3,3,0,1.0,True
2015-2016,2900031,KIPP: ENDEAVOR ACADEMY,KIPP: ENDEAVOR ACADEMY,MO,Jackson County,1,1,289,0,289,0,,,0.0,23.65,,23.65,23.65,23.65,,1.0,1.0,2.75,,0.0,0.0,1.2,,1.0,,0.0,30.6,True,12.22,11.72,81.83,3.46,9.52,4.15,1,1,0,1.0,True
2015-2016,2900587,PATHWAY ACADEMY,PATHWAY ACADEMY,MO,Jackson County,1,1,369,0,369,65,,2.62,21.88,,,24.5,24.5,24.5,,4.0,0.0,1.0,,3.0,0.0,1.0,,0.0,,1.5,35.0,True,15.06,12.95,66.4,10.84,2.71,2.71,1,1,0,1.0,True
2015-2016,2900590,FRONTIER SCHOOL OF INNOVATION,FRONTIER SCHOOL OF INNOVATION,MO,Jackson County,5,5,1487,0,1487,115,,6.18,37.72,60.2,,104.1,104.1,104.1,,2.0,1.9,0.0,,4.0,2.0,16.6,,1.0,,0.0,131.6,True,14.28,14.02,70.01,1.34,0.0,11.16,5,5,0,1.0,True
2015-2016,2900593,DELASALLE CHARTER SCHOOL,DELASALLE CHARTER SCHOOL,MO,Jackson County,1,1,227,0,227,0,,,,20.0,,20.0,20.0,20.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,2.0,22.0,True,11.35,11.35,88.11,0.0,0.0,0.0,1,1,0,1.0,True
2015-2016,2900597,EWING MARION KAUFFMAN SCHOOL,EWING MARION KAUFFMAN SCHOOL,MO,Jackson County,2,2,690,0,690,0,,,0.0,63.72,,63.72,63.72,63.72,,4.0,6.28,0.0,,3.0,0.0,3.5,,0.5,,0.0,81.0,True,10.83,10.19,92.35,5.8,0.0,5.07,2,2,0,1.0,True
2015-2016,2900601,HOPE LEADERSHIP ACADEMY,HOPE LEADERSHIP ACADEMY,MO,Jackson County,1,1,120,0,120,44,,2.0,9.0,,,11.0,11.0,11.0,,1.0,0.0,1.0,,0.0,0.0,2.0,,0.0,,0.0,15.0,True,10.91,10.0,91.67,8.33,8.33,16.67,1,1,0,1.0,True
2015-2016,2900603,CROSSROADS ACAD OF KANSAS CITY,CROSSROADS ACAD OF KANSAS CITY,MO,Jackson County,1,1,349,0,349,55,,3.9,22.7,,,26.6,26.6,26.6,,0.0,0.0,0.31,,1.0,0.0,0.0,,0.0,,0.0,27.91,True,13.12,13.12,76.22,0.0,0.89,0.0,1,1,0,1.0,True
2015-2016,2900604,ACADEMY FOR INTEGRATED ARTS,ACADEMY FOR INTEGRATED ARTS,MO,Jackson County,1,1,120,0,120,22,,1.0,7.0,,,8.0,8.0,8.0,,2.5,0.0,0.6,,0.0,0.0,2.0,,0.0,,1.0,14.1,True,15.0,11.43,66.67,20.83,5.0,16.67,1,1,0,1.0,True
2015-2016,2900612,CITIZENS OF THE WORLD CHARTER,CITIZENS OF THE WORLD CHARTER,MO,Jackson County,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,0,0,0,0.0,True
2015-2016,2903200,ARCHIE R-V,ARCHIE R-V,MO,Cass County,2,2,546,8,538,37,1.26,2.19,14.55,26.05,,44.05,42.79,42.79,0.0,7.75,0.21,0.7,,2.15,0.52,2.0,,1.0,,8.15,66.53,True,12.57,10.65,79.54,14.41,1.3,3.72,2,2,0,1.0,True
2015-2016,2904620,BELTON 124,BELTON 124,MO,Cass County,9,8,4924,263,4661,350,15.03,19.17,152.21,124.2,,310.61,295.58,295.58,-0.0,83.0,11.7,12.0,,24.5,7.95,15.9,,6.0,,81.25,552.91,True,15.77,12.31,63.42,17.81,2.57,3.41,9,9,0,1.0,True
2015-2016,2905310,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,22,21,14317,176,14141,933,18.74,58.14,357.67,463.87,,898.42,879.68,879.68,0.0,158.5,17.5,36.0,,55.28,12.72,47.0,,6.0,,143.5,1374.92,True,16.08,13.62,62.21,11.21,2.55,3.32,22,22,0,1.0,True
2015-2016,2908250,CENTER 58,CENTER 58,MO,Jackson County,8,6,2679,177,2502,214,10.18,11.0,85.62,110.35,,217.15,206.97,206.97,0.0,49.0,10.42,6.4,,34.4,3.0,10.8,,1.0,,80.2,412.37,True,12.09,9.77,82.72,19.58,2.56,4.32,8,8,0,1.0,True
2015-2016,2910320,SHERWOOD CASS R-VIII,SHERWOOD CASS R-VIII,MO,Cass County,3,3,849,40,809,66,2.0,1.69,25.31,33.29,,62.29,60.29,60.29,0.0,20.0,1.0,3.0,,5.0,1.75,3.0,,1.0,,23.0,120.04,True,13.42,10.08,74.52,24.72,3.71,3.71,3,3,0,1.0,True
2015-2016,2911070,DREXEL R-IV,DREXEL R-IV,MO,Cass County,2,2,333,20,313,17,1.0,1.0,10.2,18.05,,30.25,29.25,29.25,0.0,5.0,0.0,1.0,,1.66,1.0,1.79,,1.6,,0.0,42.3,True,10.7,9.14,93.45,15.97,3.19,5.72,2,2,0,1.0,True
2015-2016,2911160,EAST LYNNE 40,EAST LYNNE 40,MO,Cass County,1,1,194,18,176,16,1.0,1.23,11.62,0.0,,13.85,12.85,12.85,0.0,3.75,0.4,0.0,,0.0,0.35,0.0,,1.0,,2.2,21.55,True,13.7,10.6,73.01,21.31,0.0,0.0,1,1,0,1.0,True
2015-2016,2911650,EXCELSIOR SPRINGS 40,EXCELSIOR SPRINGS 40,MO,Clay County,7,5,2946,144,2802,183,6.0,11.33,76.94,125.86,,220.13,214.13,214.13,0.0,29.96,12.0,7.0,,17.11,4.87,10.0,,4.0,,48.58,353.65,True,13.09,11.48,76.42,10.69,2.5,3.57,7,7,0,1.0,True
2015-2016,2912290,FORT OSAGE R-I,FORT OSAGE R-I,MO,Jackson County,11,8,5084,106,4978,371,8.2,23.16,155.74,152.9,,340.0,331.8,331.8,0.0,94.78,9.6,14.0,,22.45,13.0,13.9,,6.75,,92.25,606.73,True,15.0,11.67,66.65,19.04,2.81,2.79,11,11,0,1.0,True
2015-2016,2913080,GRAIN VALLEY R-V,GRAIN VALLEY R-V,MO,Jackson County,8,7,4121,84,4037,301,7.0,17.69,113.49,147.82,,286.0,279.0,279.0,0.0,63.0,5.0,10.0,,22.0,7.0,11.0,,3.0,,3.0,410.0,True,14.47,11.8,69.11,15.61,2.48,2.72,8,8,0,1.0,True
2015-2016,2913140,GRANDVIEW C-4,GRANDVIEW C-4,MO,Jackson County,9,8,4414,129,4285,369,5.85,20.69,138.26,117.54,,282.34,276.49,276.49,0.0,41.85,6.0,13.0,,13.87,7.96,15.0,,4.0,,89.8,473.82,True,15.5,13.46,64.53,9.77,3.03,3.5,9,9,0,1.0,True
2015-2016,2913680,HARDIN-CENTRAL C-2,HARDIN-CENTRAL C-2,MO,Ray County,2,2,227,20,207,15,1.13,1.17,8.94,10.63,,21.87,20.74,20.74,-0.0,5.0,0.0,0.47,,2.24,0.8,2.0,,1.0,,4.0,37.38,True,9.98,8.04,100.19,24.15,2.27,9.66,2,2,0,1.0,True
2015-2016,2913760,HARRISONVILLE R-IX,HARRISONVILLE R-IX,MO,Cass County,7,5,2539,135,2404,178,2.69,9.91,62.8,113.11,,188.51,185.82,185.82,0.0,31.72,5.5,8.5,,11.73,3.86,8.5,,4.0,,112.0,374.32,True,12.94,11.05,77.3,13.19,3.54,3.54,7,7,0,1.0,True
2015-2016,2914340,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,15,14,6341,502,5839,515,38.0,38.0,217.9,181.71,,475.61,437.61,437.61,0.0,100.41,13.5,14.96,,38.8,13.0,20.0,,4.5,,790.0,1470.78,True,13.34,10.85,74.95,17.2,2.56,3.43,15,15,0,1.0,True
2015-2016,2915480,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,30,27,15083,839,14244,1112,21.46,74.85,387.0,436.46,,919.77,898.31,898.31,0.0,177.19,42.0,34.0,,106.79,18.0,51.0,,9.0,,905.0,2262.75,True,15.86,13.24,63.07,12.44,2.39,3.58,30,30,0,1.0,True
2015-2016,2916400,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,37,35,15724,1001,14723,1404,72.0,80.79,531.03,407.1,,1090.92,1018.92,1018.92,0.0,229.2,21.5,47.0,,130.4,24.62,65.0,,6.0,,731.0,2345.64,True,14.45,11.8,69.21,15.57,3.19,4.41,37,37,0,1.0,True
2015-2016,2916450,KEARNEY R-I,KEARNEY R-I,MO,Clay County,7,7,3477,52,3425,184,4.0,11.0,97.25,124.43,,236.68,232.68,232.68,0.0,53.64,2.2,8.0,,22.6,7.0,10.93,,3.7,,144.81,489.56,True,14.72,11.96,67.94,15.66,2.34,3.19,7,7,0,1.0,True
2015-2016,2918220,LAWSON R-XIV,LAWSON R-XIV,MO,Ray County,3,3,1135,8,1127,76,1.47,6.04,23.92,49.09,,80.52,79.05,79.05,0.0,5.44,1.5,3.0,,5.65,2.5,5.5,,1.0,,13.5,118.61,True,14.26,13.34,70.14,4.83,2.66,4.88,3,3,0,1.0,True
2015-2016,2918300,LEE'S SUMMIT R-VII,LEE'S SUMMIT R-VII,MO,Jackson County,27,25,18084,334,17750,1253,29.45,65.22,508.14,591.25,,1194.06,1164.61,1164.61,0.0,193.58,16.61,39.0,,125.26,19.0,54.5,,6.0,,821.0,2469.01,True,15.24,13.07,65.61,10.91,2.2,3.07,27,27,0,1.0,True
2015-2016,2918540,LIBERTY 53,LIBERTY 53,MO,Clay County,20,17,12257,253,12004,896,23.75,48.74,312.36,392.24,,777.09,753.34,753.34,0.0,128.36,10.3,32.7,,58.88,12.95,38.99,,6.0,,635.38,1700.65,True,15.93,13.61,62.76,10.69,2.72,3.25,20,20,0,1.0,True
2015-2016,2919230,LONE JACK C-6,LONE JACK C-6,MO,Jackson County,2,2,599,42,557,39,1.11,2.0,19.12,24.51,,46.74,45.63,45.63,0.0,11.1,1.32,1.0,,2.8,1.58,2.0,,1.0,,11.5,79.04,True,12.21,9.82,81.92,19.93,1.8,3.59,2,2,0,1.0,True
2015-2016,2921060,MISSOURI CITY 56,MISSOURI CITY 56,MO,Clay County,1,1,34,0,34,7,,0.36,3.43,0.0,,3.79,3.79,3.79,,0.5,0.0,0.2,,0.0,0.2,0.45,,0.0,,0.0,5.14,True,8.97,7.93,111.47,14.71,5.88,13.24,1,1,0,1.0,True
2015-2016,2922800,NORTH KANSAS CITY 74,NORTH KANSAS CITY 74,MO,Clay County,32,30,19997,602,19395,1503,33.86,88.66,465.21,679.33,,1267.06,1233.2,1233.2,0.0,108.68,13.13,48.31,,53.58,27.0,60.87,,6.0,,910.03,2494.66,True,15.73,14.45,63.58,5.6,2.49,3.14,32,32,0,1.0,True
2015-2016,2922830,NORTH PLATTE CO. R-I,NORTH PLATTE CO. R-I,MO,Platte County,5,4,623,8,615,53,1.0,3.94,20.14,26.12,,51.2,50.2,50.2,0.0,7.45,1.69,2.0,,2.41,2.0,2.75,,1.0,,0.0,70.5,True,12.25,10.67,81.63,12.11,3.25,4.47,5,5,0,1.0,True
2015-2016,2923010,OAK GROVE R-VI,OAK GROVE R-VI,MO,Jackson County,4,4,2038,53,1985,145,3.7,10.0,49.0,78.3,,141.0,137.3,137.3,0.0,26.0,4.43,5.0,,7.57,4.0,6.0,,2.0,,0.29,196.29,True,14.46,12.16,69.17,13.1,2.52,3.02,4,4,0,1.0,True
2015-2016,2923220,ORRICK R-XI,ORRICK R-XI,MO,Ray County,2,2,330,23,307,9,0.0,1.15,10.01,12.11,,23.27,23.27,23.27,0.0,8.0,0.25,1.43,,1.32,0.0,2.05,,1.0,,0.0,37.32,True,13.19,9.82,75.8,26.06,4.66,6.68,2,2,0,1.0,True
2015-2016,2923550,PARK HILL,PARK HILL,MO,Platte County,17,16,11537,422,11115,852,17.2,47.27,284.03,392.43,,740.93,723.73,723.73,0.0,130.05,2.5,26.5,,40.5,16.0,32.2,,4.0,,390.31,1382.99,True,15.36,13.02,65.11,11.7,2.38,2.9,17,17,0,1.0,True
2015-2016,2923730,RAYMORE-PECULIAR R-II,RAYMORE-PECULIAR R-II,MO,Cass County,10,10,6092,160,5932,408,5.88,25.07,193.16,171.75,,395.86,389.98,389.98,0.0,68.74,7.95,15.02,,33.8,9.8,19.97,,4.0,,161.0,716.14,True,15.21,12.93,65.74,11.59,2.53,3.37,10,10,0,1.0,True
2015-2016,2925230,PLATTE CO. R-III,PLATTE CO. R-III,MO,Platte County,8,7,4030,69,3961,339,5.26,19.87,139.1,129.78,,294.01,288.75,288.75,0.0,48.0,10.0,12.6,,19.47,2.66,13.0,,4.0,,0.0,403.74,True,13.72,11.76,72.9,12.12,3.18,3.28,8,8,0,1.0,True
2015-2016,2925330,PLEASANT HILL R-III,PLEASANT HILL R-III,MO,Cass County,5,5,2083,40,2043,177,2.91,9.59,63.37,63.43,,139.3,136.39,136.39,-0.0,23.3,3.0,7.0,,8.43,5.5,6.38,,3.0,,27.0,222.91,True,14.98,12.79,66.76,11.4,3.43,3.12,5,5,0,1.0,True
2015-2016,2926070,RAYTOWN C-2,RAYTOWN C-2,MO,Jackson County,19,16,9498,497,9001,684,17.8,35.12,261.79,325.59,,640.3,622.5,622.5,0.0,184.5,22.8,26.0,,46.76,9.81,29.0,,8.0,,577.5,1544.67,True,14.46,11.15,69.16,20.5,2.89,3.22,19,19,0,1.0,True
2015-2016,2926480,RICHMOND R-XVI,RICHMOND R-XVI,MO,Ray County,4,4,1596,43,1553,122,2.5,6.0,45.82,52.48,,106.8,104.3,104.3,0.0,13.33,2.17,5.0,,5.27,2.79,6.0,,2.0,,21.79,165.15,True,14.89,13.2,67.16,8.58,3.22,3.86,4,4,0,1.0,True
2015-2016,2928410,SMITHVILLE R-II,SMITHVILLE R-II,MO,Clay County,4,4,2623,36,2587,176,5.0,10.04,59.06,91.04,,165.14,160.14,160.14,0.0,42.89,8.3,5.8,,7.5,4.9,8.8,,3.0,,20.0,266.33,True,16.15,12.74,61.9,16.58,2.24,3.4,4,4,0,1.0,True
2015-2016,2929670,STRASBURG C-3,STRASBURG C-3,MO,Cass County,1,1,156,0,156,11,,1.39,10.61,0.0,,12.0,12.0,12.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,4.1,16.1,True,13.0,13.0,76.92,0.0,0.0,0.0,1,1,0,1.0,True
2015-2016,2931710,WEST PLATTE CO. R-II,WEST PLATTE CO. R-II,MO,Platte County,2,2,582,37,545,38,2.0,3.67,27.33,28.53,,61.53,59.53,59.53,0.0,4.92,4.0,1.78,,2.2,1.96,2.87,,1.0,,12.43,92.69,True,9.16,8.46,109.23,9.03,3.27,5.27,2,2,0,1.0,True
2015-2016,2931800,MIDWAY R-I,MIDWAY R-I,MO,Cass County,2,2,424,0,424,35,0.21,2.25,17.54,19.47,,39.47,39.26,39.26,0.0,8.0,0.0,2.0,,3.5,1.9,2.0,,1.0,,9.0,66.87,True,10.8,8.97,92.59,18.87,4.72,4.72,2,2,0,1.0,True
2016-2017,2000018,School for Blind,School for Blind,KS,Wyandotte County,2,0,28,0,28,0,0.0,2.9,1.6,4.0,0.0,8.5,8.5,8.5,0.0,0.0,2.1,0.0,0.0,0.0,0.0,2.0,0.0,0.4,0.0,5.0,18.0,True,3.29,3.29,303.57,0.0,0.0,71.43,2,2,0,1.0,True
