school_year,nces_lea_id,district_name,lea_name,state,county_primary,operating_schools_count,regular_schools_count,enrollment_total,enrollment_pk,enrollment_k12,enrollment_kg,teachers_prek_fte,teachers_kindergarten_fte,teachers_elementary_fte,teachers_secondary_fte,teachers_ungraded_fte,teachers_total_reported_fte,teachers_k12_fte,teachers_k12_fte_components,teachers_sum_diff_reported,paraprofessionals_fte,instructional_coordinators_fte,counselors_fte,psychologists_fte,student_support_staff_fte,librarians_fte,school_administrators_fte,school_admin_support_fte,lea_administrators_fte,lea_admin_support_fte,other_support_staff_fte,total_staff_fte,teacher_k12_valid,students_per_teacher_fte_k12,students_per_teacher_para_fte_k12,teachers_k12_per_1000,paraprofessionals_per_1000,counselors_per_1000,school_administrators_per_1000,lea_total_operating_schools_national,lea_operating_schools_in_region,lea_operating_schools_outside_region,lea_geographic_coverage_share,lea_fully_within_region
2019-2020,2900009,DIVISION OF YOUTH SERVICE,DIVISION OF YOUTH SERVICE,MO,Clay County,5,4,0,0,0,0,0.0,0.0,0.0,94.5,0.0,94.5,94.5,94.5,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,101.5,True,0.0,0.0,,,,,41,5,36,0.122,False
2019-2020,2900013,KC INTERNATIONAL ACADEMY,KC INTERNATIONAL ACADEMY,MO,Jackson County,1,1,677,0,677,86,0.0,9.25,57.75,0.0,0.0,67.0,67.0,67.0,0.0,5.0,2.0,1.8,0.0,11.6,0.0,2.0,0.0,2.6,2.0,4.0,98.0,True,10.1,9.4,98.97,7.39,2.66,2.95,1,1,0,1.0,True
2019-2020,2900014,HOGAN PREPARATORY ACADEMY,HOGAN PREPARATORY ACADEMY,MO,Jackson County,3,3,1053,37,1016,45,0.0,3.0,23.0,60.77,0.0,86.77,86.77,86.77,0.0,6.0,4.0,1.0,0.0,8.97,0.0,8.0,0.0,1.0,4.0,1.0,120.74,True,11.71,10.95,85.4,5.91,0.98,7.87,3,3,0,1.0,True
2019-2020,2900015,GORDON PARKS ELEM.,GORDON PARKS ELEM.,MO,Jackson County,1,1,180,0,180,40,0.0,2.46,19.89,0.0,0.0,22.35,22.35,22.35,0.0,3.0,2.2,1.0,0.0,4.0,0.65,1.0,0.0,0.0,1.0,1.5,36.7,True,8.05,7.1,124.17,16.67,5.56,5.56,1,1,0,1.0,True
2019-2020,2900016,GENESIS SCHOOL INC.,GENESIS SCHOOL INC.,MO,Jackson County,1,1,278,8,270,32,1.0,1.0,0.0,19.0,0.0,21.0,20.0,20.0,0.0,5.0,2.0,0.0,0.0,7.0,1.0,3.0,1.0,1.0,3.0,2.5,46.5,True,13.5,10.8,74.07,18.52,0.0,11.11,1,1,0,1.0,True
2019-2020,2900017,ACADEMIE LAFAYETTE,ACADEMIE LAFAYETTE,MO,Jackson County,3,3,1117,0,1117,189,0.0,10.96,44.94,20.85,0.0,76.75,76.75,76.75,0.0,2.0,1.25,1.0,0.0,3.0,0.0,4.0,0.0,0.0,11.0,1.0,100.0,True,14.55,14.18,68.71,1.79,0.9,3.58,3,3,0,1.0,True
2019-2020,2900019,SCUOLA VITA NUOVA,SCUOLA VITA NUOVA,MO,Jackson County,1,1,314,0,314,46,0.0,2.56,24.44,0.0,0.0,27.0,27.0,27.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,3.0,40.0,True,11.63,10.13,85.99,12.74,0.0,12.74,1,1,0,1.0,True
2019-2020,2900022,MO SCHLS FOR THE SEV DISABLED,MO SCHLS FOR THE SEV DISABLED,MO,Jackson County,5,0,771,0,771,17,0.0,0.0,155.7,0.0,0.0,155.7,155.7,155.7,0.0,240.1,0.0,0.0,0.0,31.0,0.0,19.4,0.0,0.0,0.0,0.0,446.2,True,4.95,1.95,201.95,311.41,0.0,25.16,35,5,30,0.1429,False
2019-2020,2900024,BROOKSIDE CHARTER SCH.,BROOKSIDE CHARTER SCH.,MO,Jackson County,2,2,744,30,714,80,1.0,5.98,35.02,21.3,0.0,63.3,62.3,62.3,0.0,11.0,3.1,3.0,0.0,5.3,0.0,4.8,0.0,2.0,0.0,0.0,92.5,True,11.46,9.74,87.25,15.41,4.2,6.72,2,2,0,1.0,True
2019-2020,2900025,ALLEN VILLAGE,ALLEN VILLAGE,MO,Jackson County,4,4,548,0,548,25,0.0,1.06,14.56,22.31,0.0,37.93,37.93,37.93,0.0,3.0,2.2,2.0,0.0,1.0,0.0,2.17,0.0,0.4,3.0,4.0,55.7,True,14.45,13.39,69.22,5.47,3.65,3.96,4,4,0,1.0,True
2019-2020,2900027,UNIVERSITY ACADEMY,UNIVERSITY ACADEMY,MO,Jackson County,3,3,1130,12,1118,99,1.0,5.81,36.19,36.3,0.0,79.3,78.3,78.3,0.0,7.0,0.0,2.7,0.0,6.0,2.0,8.0,0.0,2.0,0.0,0.0,107.0,True,14.28,13.11,70.04,6.26,2.42,7.16,3,3,0,1.0,True
2019-2020,2900028,LEE A. TOLBERT COM. ACADEMY,LEE A. TOLBERT COM. ACADEMY,MO,Jackson County,1,1,513,0,513,58,0.0,4.32,34.63,0.0,0.0,38.95,38.95,38.95,0.0,4.0,1.2,0.0,0.0,3.92,1.0,2.0,0.0,0.0,0.0,0.0,51.07,True,13.17,11.94,75.93,7.8,0.0,3.9,1,1,0,1.0,True
2019-2020,2900029,GUADALUPE CENTERS SCHOOLS,GUADALUPE CENTERS SCHOOLS,MO,Jackson County,3,3,1380,104,1276,107,6.5,7.1,35.9,61.0,0.0,110.5,104.0,104.0,0.0,16.0,5.33,4.0,0.0,14.17,0.0,6.0,0.0,3.0,7.0,0.0,166.0,True,12.27,10.63,81.5,12.54,3.13,4.7,3,3,0,1.0,True
2019-2020,2900031,KIPP: ENDEAVOR ACADEMY,KIPP: ENDEAVOR ACADEMY,MO,Jackson County,1,1,545,0,545,58,0.0,2.0,0.0,12.0,0.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,True,38.93,38.93,25.69,0.0,0.0,0.0,1,1,0,1.0,True
2019-2020,2900587,PATHWAY ACADEMY,PATHWAY ACADEMY,MO,Jackson County,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,,,,,,,0,0,0,0.0,True
2019-2020,2900590,FRONTIER SCHOOLS,FRONTIER SCHOOLS,MO,Jackson County,5,5,1564,19,1545,98,1.0,6.87,49.03,98.35,0.0,155.25,154.25,154.25,0.0,10.19,2.0,4.0,0.0,10.81,4.75,13.0,0.0,1.0,0.0,0.0,201.0,True,10.02,9.4,99.84,6.6,2.59,8.41,5,5,0,1.0,True
2019-2020,2900593,DELASALLE CHARTER SCHOOL,DELASALLE CHARTER SCHOOL,MO,Jackson County,1,1,140,0,140,0,0.0,0.0,0.0,12.6,0.0,12.6,12.6,12.6,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.4,1.0,1.0,19.0,True,11.11,11.11,90.0,0.0,7.14,0.0,1,1,0,1.0,True
2019-2020,2900597,EWING MARION KAUFFMAN SCHOOL,EWING MARION KAUFFMAN SCHOOL,MO,Jackson County,2,2,1137,0,1137,0,0.0,0.0,0.0,94.29,0.0,94.29,94.29,94.29,0.0,5.74,9.1,2.87,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,121.0,True,12.06,11.37,82.93,5.05,2.52,3.52,2,2,0,1.0,True
2019-2020,2900601,HOPE LEADERSHIP ACADEMY,HOPE LEADERSHIP ACADEMY,MO,Jackson County,1,1,117,0,117,39,0.0,3.0,5.4,0.0,0.0,8.4,8.4,8.4,0.0,0.6,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,14.0,True,13.93,13.0,71.79,5.13,0.0,8.55,1,1,0,1.0,True
2019-2020,2900603,CROSSROADS CHARTER SCHOOLS,CROSSROADS CHARTER SCHOOLS,MO,Jackson County,3,3,891,16,875,102,0.0,8.27,43.13,21.37,0.0,72.77,72.77,72.77,0.0,7.0,1.0,0.0,0.0,5.99,0.0,6.9,0.0,2.0,0.0,0.0,95.66,True,12.02,10.97,83.17,8.0,0.0,7.89,3,3,0,1.0,True
2019-2020,2900604,ACADEMY FOR INTEGRATED ARTS,ACADEMY FOR INTEGRATED ARTS,MO,Jackson County,1,1,258,10,248,57,0.0,3.15,14.95,0.0,0.0,18.1,18.1,18.1,0.0,5.0,0.65,0.0,0.0,1.1,0.0,1.0,0.0,1.35,2.5,1.0,30.7,True,13.7,10.74,72.98,20.16,0.0,4.03,1,1,0,1.0,True
2019-2020,2900612,CITIZENS OF THE WORLD CHARTER,CITIZENS OF THE WORLD CHARTER,MO,Jackson County,1,1,421,0,421,92,0.0,5.51,18.96,4.09,0.0,28.56,28.56,28.56,0.0,7.27,3.6,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,43.43,True,14.74,11.75,67.84,17.27,0.0,2.38,1,1,0,1.0,True
2019-2020,2900615,KANSAS CITY GIRLS PREP ACADEMY,KANSAS CITY GIRLS PREP ACADEMY,MO,Jackson County,0,0,76,0,76,0,0.0,0.0,0.0,7.6,0.0,7.6,7.6,7.6,0.0,0.0,1.5,0.0,0.0,1.9,0.0,1.0,0.0,1.0,0.0,0.0,13.0,True,10.0,10.0,100.0,0.0,0.0,13.16,0,0,0,0.0,True
2019-2020,2903200,ARCHIE R-V,ARCHIE R-V,MO,Cass County,2,2,505,7,498,42,1.36,2.22,14.41,24.32,0.0,42.31,40.95,40.95,0.0,7.3,0.37,0.73,0.0,2.29,0.4,2.0,0.0,1.0,3.4,6.0,65.8,True,12.16,10.32,82.23,14.66,1.47,4.02,2,2,0,1.0,True
2019-2020,2904620,BELTON 124,BELTON 124,MO,Cass County,8,7,4680,303,4377,294,15.07,15.21,133.26,134.89,0.0,298.43,283.36,283.36,0.0,71.28,6.5,12.0,1.0,23.53,7.0,17.0,0.0,6.0,41.5,76.31,560.55,True,15.45,12.34,64.74,16.29,2.74,3.88,8,8,0,1.0,True
2019-2020,2905310,BLUE SPRINGS R-IV,BLUE SPRINGS R-IV,MO,Jackson County,22,21,14669,192,14477,1126,19.19,63.56,358.8,476.01,0.0,917.56,898.37,898.37,0.0,144.0,23.1,36.0,2.0,59.28,10.91,47.0,15.0,5.0,0.0,176.0,1435.85,True,16.11,13.89,62.05,9.95,2.49,3.25,22,22,0,1.0,True
2019-2020,2908250,CENTER 58,CENTER 58,MO,Jackson County,8,6,2644,128,2516,209,8.21,12.0,94.69,104.1,0.0,219.0,210.79,210.79,0.0,52.0,7.42,7.0,2.0,26.0,2.4,11.8,0.0,1.0,36.0,73.2,437.82,True,11.94,9.57,83.78,20.67,2.78,4.69,8,8,0,1.0,True
2019-2020,2910320,SHERWOOD CASS R-VIII,SHERWOOD CASS R-VIII,MO,Cass County,3,3,815,41,774,63,2.13,4.7,24.03,32.77,0.0,63.63,61.5,61.5,0.0,21.71,4.0,3.0,0.0,3.0,0.8,3.0,0.0,1.0,7.0,20.0,127.14,True,12.59,9.3,79.46,28.05,3.88,3.88,3,3,0,1.0,True
2019-2020,2911070,DREXEL R-IV,DREXEL R-IV,MO,Cass County,2,2,291,6,285,23,0.0,1.14,11.83,15.63,0.0,28.6,28.6,28.6,0.0,5.5,0.0,0.9,0.0,0.5,0.0,2.0,0.0,1.0,0.0,0.0,38.5,True,9.97,8.36,100.35,19.3,3.16,7.02,2,2,0,1.0,True
2019-2020,2911160,EAST LYNNE 40,EAST LYNNE 40,MO,Cass County,1,1,103,0,103,16,0.0,1.26,10.54,0.0,0.0,11.8,11.8,11.8,0.0,3.7,0.0,0.25,0.0,0.5,0.2,1.0,0.0,0.0,2.0,3.0,22.45,True,8.73,6.65,114.56,35.92,2.43,9.71,1,1,0,1.0,True
2019-2020,2911650,EXCELSIOR SPRINGS 40,EXCELSIOR SPRINGS 40,MO,Clay County,7,5,2655,129,2526,179,7.0,11.31,76.19,124.46,0.0,218.96,211.96,211.96,0.0,33.25,13.0,6.8,0.0,17.19,3.5,12.6,0.0,5.0,22.0,54.16,386.46,True,11.92,10.3,83.91,13.16,2.69,4.99,7,7,0,1.0,True
2019-2020,2912290,FORT OSAGE R-I,FORT OSAGE R-I,MO,Jackson County,11,8,5042,143,4899,352,10.4,22.61,157.63,151.96,0.0,342.6,332.2,332.2,-0.0,80.6,8.1,15.0,0.0,23.46,12.0,14.9,1.0,7.0,12.5,185.36,702.52,True,14.75,11.87,67.81,16.45,3.06,3.04,11,11,0,1.0,True
2019-2020,2913080,GRAIN VALLEY R-V,GRAIN VALLEY R-V,MO,Jackson County,8,7,4416,44,4372,313,9.4,17.7,136.51,158.31,0.0,321.92,312.52,312.52,-0.0,70.71,8.2,10.0,2.0,23.6,6.88,19.0,0.0,3.0,0.0,2.0,467.31,True,13.99,11.41,71.48,16.17,2.29,4.35,8,8,0,1.0,True
2019-2020,2913140,GRANDVIEW C-4,GRANDVIEW C-4,MO,Jackson County,9,7,4256,159,4097,319,6.5,18.58,138.57,116.92,0.0,280.57,274.07,274.07,0.0,48.71,7.0,14.0,4.0,15.56,8.0,16.0,2.0,4.0,36.0,207.0,642.84,True,14.95,12.69,66.9,11.89,3.42,3.91,9,9,0,1.0,True
2019-2020,2913680,HARDIN-CENTRAL C-2,HARDIN-CENTRAL C-2,MO,Ray County,2,2,230,19,211,9,0.9,1.21,9.29,11.67,0.0,23.07,22.17,22.17,0.0,3.0,0.0,1.0,0.0,0.1,0.0,2.0,0.0,1.0,0.0,0.0,30.17,True,9.52,8.38,105.07,14.22,4.74,9.48,2,2,0,1.0,True
2019-2020,2913760,HARRISONVILLE R-IX,HARRISONVILLE R-IX,MO,Cass County,7,5,2395,88,2307,143,3.5,11.14,60.86,108.02,0.0,183.52,180.02,180.02,0.0,27.0,5.0,9.0,0.0,14.65,3.98,8.5,0.0,4.0,27.0,62.0,344.65,True,12.82,11.14,78.03,11.7,3.9,3.68,7,7,0,1.0,True
2019-2020,2914340,HICKMAN MILLS C-1,HICKMAN MILLS C-1,MO,Jackson County,11,10,5543,453,5090,483,34.2,27.78,165.72,181.32,0.0,409.02,374.82,374.82,0.0,94.0,13.3,15.0,5.4,61.74,10.0,19.0,0.0,5.5,60.0,155.0,847.96,True,13.58,10.86,73.64,18.47,2.95,3.73,11,11,0,1.0,True
2019-2020,2915480,INDEPENDENCE 30,INDEPENDENCE 30,MO,Jackson County,30,27,14711,638,14073,1075,26.0,71.35,401.16,468.11,0.0,966.62,940.62,940.62,0.0,243.57,21.4,37.0,6.0,116.06,21.0,54.0,0.0,9.0,137.0,451.0,2062.65,True,14.96,11.88,66.84,17.31,2.63,3.84,30,30,0,1.0,True
2019-2020,2916400,KANSAS CITY 33,KANSAS CITY 33,MO,Jackson County,35,34,15147,1072,14075,1243,46.0,93.44,541.08,418.58,0.0,1099.1,1053.1,1053.1,0.0,108.89,29.0,4.0,13.0,108.11,3.4,73.0,0.0,9.0,86.0,647.0,2180.5,True,13.37,12.11,74.82,7.74,0.28,5.19,35,35,0,1.0,True
2019-2020,2916450,KEARNEY R-I,KEARNEY R-I,MO,Clay County,8,7,3580,73,3507,245,5.0,12.0,104.34,124.6,0.0,245.94,240.94,240.94,0.0,70.42,7.0,9.0,0.0,22.4,7.0,12.5,0.0,2.0,0.0,13.78,390.04,True,14.56,11.26,68.7,20.08,2.57,3.56,8,8,0,1.0,True
2019-2020,2918220,LAWSON R-XIV,LAWSON R-XIV,MO,Ray County,3,3,1126,13,1113,59,1.23,4.65,23.08,46.46,0.0,75.42,74.19,74.19,0.0,8.18,1.5,3.0,0.0,4.33,1.6,4.5,0.24,1.0,7.5,14.0,121.27,True,15.0,13.51,66.66,7.35,2.7,4.04,3,3,0,1.0,True
2019-2020,2918300,LEE'S SUMMIT R-VII,LEE'S SUMMIT R-VII,MO,Jackson County,27,25,18220,315,17905,1226,30.76,72.29,510.18,605.01,0.0,1218.24,1187.48,1187.48,0.0,218.0,9.92,44.54,1.0,133.78,19.0,61.23,0.0,5.0,160.0,847.85,2718.56,True,15.08,12.74,66.32,12.18,2.49,3.42,27,27,0,1.0,True
2019-2020,2918540,LIBERTY 53,LIBERTY 53,MO,Clay County,20,17,12583,41,12542,840,25.0,48.79,325.11,451.08,0.0,849.98,824.98,824.98,0.0,132.75,8.11,31.8,11.0,57.34,16.0,44.35,0.0,4.0,81.0,545.47,1781.8,True,15.2,13.1,65.78,10.58,2.54,3.54,20,20,0,1.0,True
2019-2020,2919230,LONE JACK C-6,LONE JACK C-6,MO,Jackson County,2,2,730,59,671,59,1.8,3.28,17.66,26.27,0.0,49.01,47.21,47.21,0.0,7.8,1.13,2.36,0.0,3.0,1.5,4.0,0.0,1.0,5.0,6.0,80.8,True,14.21,12.2,70.36,11.62,3.52,5.96,2,2,0,1.0,True
2019-2020,2921060,MISSOURI CITY 56,MISSOURI CITY 56,MO,Clay County,1,1,0,0,0,0,0.0,0.32,3.37,0.0,0.0,3.69,3.69,3.69,0.0,0.0,0.0,0.2,0.0,0.7,0.2,0.45,0.0,0.0,3.0,2.0,10.24,True,0.0,0.0,,,,,1,1,0,1.0,True
2019-2020,2922800,NORTH KANSAS CITY 74,NORTH KANSAS CITY 74,MO,Clay County,34,32,20342,2,20340,1620,49.44,91.51,547.04,746.54,0.0,1434.53,1385.09,1385.09,0.0,246.5,24.46,50.69,7.0,51.85,27.82,75.0,12.0,6.0,196.19,801.25,2933.29,True,14.68,12.47,68.1,12.12,2.49,3.69,34,34,0,1.0,True
2019-2020,2922830,NORTH PLATTE CO. R-I,NORTH PLATTE CO. R-I,MO,Platte County,5,4,588,0,588,39,1.91,2.37,19.61,27.84,0.0,51.73,49.82,49.82,0.0,9.0,1.96,2.0,0.0,2.14,1.0,3.3,0.0,0.9,0.0,0.0,72.03,True,11.8,10.0,84.73,15.31,3.4,5.61,5,5,0,1.0,True
2019-2020,2923010,OAK GROVE R-VI,OAK GROVE R-VI,MO,Jackson County,4,4,2022,65,1957,162,3.7,10.0,52.0,78.07,0.0,143.77,140.07,140.07,-0.0,24.0,4.0,5.0,0.0,7.0,3.63,6.0,3.0,2.0,10.0,22.0,230.4,True,13.97,11.93,71.57,12.26,2.55,3.07,4,4,0,1.0,True
2019-2020,2923220,ORRICK R-XI,ORRICK R-XI,MO,Ray County,2,2,280,14,266,22,1.0,1.14,11.31,14.28,0.0,27.73,26.73,26.73,0.0,8.25,1.0,1.97,0.0,0.64,0.0,2.0,0.0,1.0,4.0,6.63,53.22,True,9.95,7.6,100.49,31.02,7.41,7.52,2,2,0,1.0,True
2019-2020,2923550,PARK HILL,PARK HILL,MO,Platte County,18,16,12138,438,11700,865,21.0,46.34,324.56,459.2,0.0,851.1,830.1,830.1,0.0,148.09,4.9,32.0,6.0,65.5,19.0,45.0,0.0,5.0,97.5,398.73,1672.82,True,14.09,11.96,70.95,12.66,2.74,3.85,18,18,0,1.0,True
2019-2020,2923730,RAYMORE-PECULIAR R-II,RAYMORE-PECULIAR R-II,MO,Cass County,11,10,6460,173,6287,420,9.6,26.54,172.86,219.29,0.0,428.29,418.69,418.69,0.0,76.0,10.88,15.66,2.0,29.96,9.23,21.25,15.0,5.0,47.0,164.29,824.56,True,15.02,12.71,66.6,12.09,2.49,3.38,11,11,0,1.0,True
2019-2020,2925230,PLATTE CO. R-III,PLATTE CO. R-III,MO,Platte County,7,6,4338,85,4253,305,4.0,18.89,135.01,132.19,0.0,290.09,286.09,286.09,0.0,48.0,5.0,10.0,4.0,31.0,2.32,15.0,0.0,4.0,0.0,0.0,409.41,True,14.87,12.73,67.27,11.29,2.35,3.53,7,7,0,1.0,True
2019-2020,2925330,PLEASANT HILL R-III,PLEASANT HILL R-III,MO,Cass County,5,5,2248,44,2204,151,2.48,9.07,65.99,53.6,0.0,131.14,128.66,128.66,0.0,19.05,4.88,6.0,0.0,10.13,4.75,7.38,0.0,2.0,12.0,24.0,221.33,True,17.13,14.92,58.38,8.64,2.72,3.35,5,5,0,1.0,True
2019-2020,2926070,RAYTOWN C-2,RAYTOWN C-2,MO,Jackson County,20,16,8552,335,8217,569,26.0,35.05,244.57,323.48,0.0,629.1,603.1,603.1,0.0,140.5,21.51,24.0,3.0,63.29,9.95,30.0,4.0,7.0,112.0,476.83,1521.18,True,13.62,11.05,73.4,17.1,2.92,3.65,20,20,0,1.0,True
2019-2020,2926480,RICHMOND R-XVI,RICHMOND R-XVI,MO,Ray County,4,4,1483,46,1437,119,3.5,7.0,44.8,51.91,0.0,107.21,103.71,103.71,0.0,19.25,1.79,5.0,0.0,5.57,1.0,7.0,1.0,2.0,15.0,23.92,188.74,True,13.86,11.69,72.17,13.4,3.48,4.87,4,4,0,1.0,True
2019-2020,2928410,SMITHVILLE R-II,SMITHVILLE R-II,MO,Clay County,5,5,2675,30,2645,177,3.0,11.85,76.83,81.37,0.0,173.05,170.05,170.05,0.0,35.0,3.1,6.9,0.0,10.8,4.9,11.8,0.0,3.0,19.3,27.0,294.85,True,15.55,12.9,64.29,13.23,2.61,4.46,5,5,0,1.0,True
2019-2020,2929670,STRASBURG C-3,STRASBURG C-3,MO,Cass County,1,1,120,0,120,12,0.0,1.23,11.52,0.0,0.0,12.75,12.75,12.75,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,1.0,3.0,3.0,20.1,True,9.41,9.41,106.25,0.0,0.0,0.0,1,1,0,1.0,True
2019-2020,2931710,WEST PLATTE CO. R-II,WEST PLATTE CO. R-II,MO,Platte County,2,2,700,38,662,52,2.0,3.49,28.01,26.5,0.0,60.0,58.0,58.0,0.0,7.0,2.43,1.78,0.0,2.38,2.0,2.72,0.0,1.0,5.0,11.57,95.88,True,11.41,10.18,87.61,10.57,2.69,4.11,2,2,0,1.0,True
2019-2020,2931800,MIDWAY R-I,MIDWAY R-I,MO,Cass County,2,2,441,0,441,36,0.07,2.28,18.22,19.19,0.0,39.76,39.69,39.69,0.0,9.5,0.45,2.0,0.0,2.05,1.9,2.0,0.0,1.0,4.0,9.0,71.66,True,11.11,8.97,90.0,21.54,4.54,4.54,2,2,0,1.0,True
2020-2021,2000018,School for Blind,School for Blind,KS,Wyandotte County,2,0,32,0,32,1,0.0,1.6,1.5,8.13,0.0,11.23,11.23,11.23,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.5,25.73,True,2.85,2.85,350.94,0.0,0.0,0.0,2,2,0,1.0,True
2020-2021,2000019,School for Deaf,School for Deaf,KS,Johnson County,2,0,114,18,96,7,3.0,5.5,7.0,16.5,0.0,32.0,29.0,29.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,38.0,True,3.31,3.31,302.08,0.0,0.0,20.83,2,2,0,1.0,True
2020-2021,2003780,Basehor-Linwood,Basehor-Linwood,KS,Leavenworth County,5,5,2905,76,2829,195,4.0,29.7,60.6,92.1,0.0,186.4,182.4,182.4,0.0,28.5,5.9,7.0,4.5,20.8,2.0,10.0,10.0,4.0,5.7,42.7,327.5,True,15.51,13.41,64.48,10.07,2.47,3.53,5,5,0,1.0,True
2020-2021,2004050,Bonner Springs,Bonner Springs,KS,Wyandotte County,5,5,2634,71,2563,150,6.0,69.45,41.0,85.0,0.0,201.45,195.45,195.45,0.0,55.0,7.33,8.0,0.0,24.0,2.0,11.0,8.0,1.0,8.0,52.0,377.78,True,13.11,10.23,76.26,21.46,3.12,4.29,5,5,0,1.0,True
2020-2021,2005490,De Soto,De Soto,KS,Johnson County,12,12,7112,129,6983,458,6.0,110.3,128.0,252.0,0.0,496.3,490.3,490.3,0.0,117.5,5.0,14.0,1.0,55.2,3.0,33.0,22.0,2.0,9.5,106.4,864.9,True,14.24,11.49,70.21,16.83,2.0,4.73,12,12,0,1.0,True
2020-2021,2005640,Easton,Easton,KS,Leavenworth County,3,3,651,25,626,42,1.0,8.0,14.0,26.9,0.0,49.9,48.9,48.9,0.0,2.4,1.0,1.0,0.0,4.9,0.0,3.0,4.8,1.0,2.0,13.0,83.0,True,12.8,12.2,78.12,3.83,1.6,4.79,3,3,0,1.0,True
2020-2021,2006330,Ft Leavenworth,Ft Leavenworth,KS,Leavenworth County,4,4,1534,194,1340,175,10.0,32.0,69.0,25.0,0.0,136.0,126.0,126.0,0.0,34.9,7.0,4.0,2.0,24.0,0.0,4.0,3.3,3.0,8.0,34.2,260.4,True,10.63,8.33,94.03,26.04,2.99,2.99,4,4,0,1.0,True
2020-2021,2006420,Gardner Edgerton,Gardner Edgerton,KS,Johnson County,11,11,5831,173,5658,411,11.0,108.0,100.0,254.5,0.0,473.5,462.5,462.5,0.0,112.1,1.5,14.1,6.0,41.7,10.5,28.0,16.6,2.0,15.0,98.0,819.0,True,12.23,9.85,81.74,19.81,2.49,4.95,11,11,0,1.0,True
2020-2021,2007950,Kansas City,Kansas City,KS,Wyandotte County,43,43,22140,1039,21101,1508,77.0,391.4,432.44,668.55,0.0,1569.39,1492.39,1492.39,0.0,248.0,98.0,66.0,19.0,218.0,30.0,105.0,128.0,8.0,67.0,766.0,3322.39,True,14.14,12.12,70.73,11.75,3.13,4.98,43,43,0,1.0,True
2020-2021,2008340,Lansing,Lansing,KS,Leavenworth County,4,4,2564,74,2490,157,7.9,53.02,42.45,86.97,0.0,190.34,182.44,182.44,0.0,56.0,0.0,4.0,4.0,25.8,1.0,9.43,6.5,2.4,5.0,53.8,358.27,True,13.65,10.44,73.27,22.49,1.61,3.79,4,4,0,1.0,True
2020-2021,2008430,Leavenworth,Leavenworth,KS,Leavenworth County,7,6,3607,103,3504,260,7.0,75.5,71.0,111.5,0.0,265.0,258.0,258.0,0.0,89.0,2.0,10.0,5.0,46.0,1.0,18.0,15.0,3.0,10.0,95.0,559.0,True,13.58,10.1,73.63,25.4,2.85,5.14,7,7,0,1.0,True
2020-2021,2008970,Louisburg,Louisburg,KS,Miami County,4,4,1687,69,1618,116,7.0,11.5,30.75,61.75,0.0,111.0,104.0,104.0,0.0,16.0,0.0,1.0,2.0,8.0,2.0,6.0,8.0,1.1,4.0,61.0,220.1,True,15.56,13.48,64.28,9.89,0.62,3.71,4,4,0,1.0,True
2020-2021,2010140,Olathe,Olathe,KS,Johnson County,51,51,29128,786,28342,1860,46.7,522.95,577.0,1159.65,0.0,2306.3,2259.6,2259.6,-0.0,608.8,56.25,89.0,35.8,289.8,53.1,97.0,100.0,11.0,56.5,496.7,4200.25,True,12.54,9.88,79.73,21.48,3.14,3.42,51,51,0,1.0,True
2020-2021,2010260,Osawatomie,Osawatomie,KS,Miami County,4,4,1090,62,1028,74,5.0,21.0,23.0,40.5,0.0,89.5,84.5,84.5,0.0,11.5,1.0,3.0,1.0,9.5,1.0,5.0,5.7,2.0,3.5,30.0,162.7,True,12.17,10.71,82.2,11.19,2.92,4.86,4,4,0,1.0,True
2020-2021,2010500,Paola,Paola,KS,Miami County,4,4,1779,37,1742,102,2.0,22.0,47.7,70.7,0.0,142.4,140.4,140.4,0.0,256.0,0.5,4.0,1.0,46.0,3.0,6.0,16.0,4.0,6.0,36.0,520.9,True,12.41,4.39,80.6,146.96,2.3,3.44,4,4,0,1.0,True
2020-2021,2010680,Piper-Kansas City,Piper-Kansas City,KS,Wyandotte County,4,4,2561,79,2482,158,7.0,36.2,47.0,81.0,0.0,171.2,164.2,164.2,0.0,21.5,3.0,6.0,2.0,9.8,2.0,10.0,7.8,1.0,4.0,30.5,268.8,True,15.12,13.37,66.16,8.66,2.42,4.03,4,4,0,1.0,True
