school_year,crdc_wave,nces_school_id,nces_lea_id,school_name,district_name,state,county_name,county_fips,locale_group,school_level,school_type,operational_status,is_operating,is_charter,is_virtual,school_ptr,enrollment_k12,classroom_teacher_fte,course_code,course_name,subject_area,course_level,num_classes,num_enrolled,num_certified,mean_class_size,certified_share,allocation_wedge
2017-2018,2017-18,200642000997,2006420,Sunflower Elementary,Gardner Edgerton,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,14.53,341.0,26.5,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,200642000997,2006420,Sunflower Elementary,Gardner Edgerton,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,14.53,341.0,26.5,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,200642000997,2006420,Sunflower Elementary,Gardner Edgerton,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,14.53,341.0,26.5,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,200642000997,2006420,Sunflower Elementary,Gardner Edgerton,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,14.53,341.0,26.5,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,292283002016,2922830,NORTH PLATTE JR. HIGH,NORTH PLATTE CO. R-I,MO,Platte County,29165,Rural,Middle,Regular School,1,True,False,False,15.42,144.0,9.34,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,292283002016,2922830,NORTH PLATTE JR. HIGH,NORTH PLATTE CO. R-I,MO,Platte County,29165,Rural,Middle,Regular School,1,True,False,False,15.42,144.0,9.34,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,292283002016,2922830,NORTH PLATTE JR. HIGH,NORTH PLATTE CO. R-I,MO,Platte County,29165,Rural,Middle,Regular School,1,True,False,False,15.42,144.0,9.34,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,292283002016,2922830,NORTH PLATTE JR. HIGH,NORTH PLATTE CO. R-I,MO,Platte County,29165,Rural,Middle,Regular School,1,True,False,False,15.42,144.0,9.34,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,292283002016,2922830,NORTH PLATTE JR. HIGH,NORTH PLATTE CO. R-I,MO,Platte County,29165,Rural,Middle,Regular School,1,True,False,False,15.42,144.0,9.34,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,292283002016,2922830,NORTH PLATTE JR. HIGH,NORTH PLATTE CO. R-I,MO,Platte County,29165,Rural,Middle,Regular School,1,True,False,False,15.42,144.0,9.34,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,292283002016,2922830,NORTH PLATTE JR. HIGH,NORTH PLATTE CO. R-I,MO,Platte County,29165,Rural,Middle,Regular School,1,True,False,False,15.42,144.0,9.34,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,292283002016,2922830,NORTH PLATTE JR. HIGH,NORTH PLATTE CO. R-I,MO,Platte County,29165,Rural,Middle,Regular School,1,True,False,False,15.42,144.0,9.34,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,201014001590,2010140,Tomahawk Elem,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,12.34,325.0,27.4,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,201014001590,2010140,Tomahawk Elem,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,12.34,325.0,27.4,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,201014001590,2010140,Tomahawk Elem,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,12.34,325.0,27.4,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,201014001590,2010140,Tomahawk Elem,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,12.34,325.0,27.4,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,201014001590,2010140,Tomahawk Elem,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,12.34,325.0,27.4,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,201014001590,2010140,Tomahawk Elem,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,12.34,325.0,27.4,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,201014001590,2010140,Tomahawk Elem,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,12.34,325.0,27.4,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,201014001590,2010140,Tomahawk Elem,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,12.34,325.0,27.4,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,291640003251,2916400,CENTRAL MIDDLE SCHOOL,KANSAS CITY 33,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,11.51,399.0,34.67,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,291640003251,2916400,CENTRAL MIDDLE SCHOOL,KANSAS CITY 33,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,11.51,399.0,34.67,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,291640003251,2916400,CENTRAL MIDDLE SCHOOL,KANSAS CITY 33,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,11.51,399.0,34.67,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,291640003251,2916400,CENTRAL MIDDLE SCHOOL,KANSAS CITY 33,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,11.51,399.0,34.67,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,291640003251,2916400,CENTRAL MIDDLE SCHOOL,KANSAS CITY 33,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,11.51,399.0,34.67,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,291640003251,2916400,CENTRAL MIDDLE SCHOOL,KANSAS CITY 33,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,11.51,399.0,34.67,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,291640003251,2916400,CENTRAL MIDDLE SCHOOL,KANSAS CITY 33,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,11.51,399.0,34.67,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,291640003251,2916400,CENTRAL MIDDLE SCHOOL,KANSAS CITY 33,MO,Jackson County,29095,City,Middle,Regular School,1,True,False,False,11.51,399.0,34.67,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,291434000651,2914340,COMPASS ELEMENTARY,HICKMAN MILLS C-1,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,16.79,361.0,21.5,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,291434000651,2914340,COMPASS ELEMENTARY,HICKMAN MILLS C-1,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,16.79,361.0,21.5,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,291434000651,2914340,COMPASS ELEMENTARY,HICKMAN MILLS C-1,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,16.79,361.0,21.5,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,291434000651,2914340,COMPASS ELEMENTARY,HICKMAN MILLS C-1,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,16.79,361.0,21.5,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,291434000651,2914340,COMPASS ELEMENTARY,HICKMAN MILLS C-1,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,16.79,361.0,21.5,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,291434000651,2914340,COMPASS ELEMENTARY,HICKMAN MILLS C-1,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,16.79,361.0,21.5,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,291434000651,2914340,COMPASS ELEMENTARY,HICKMAN MILLS C-1,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,16.79,361.0,21.5,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,291434000651,2914340,COMPASS ELEMENTARY,HICKMAN MILLS C-1,MO,Jackson County,29095,City,Primary,Regular School,1,True,False,False,16.79,361.0,21.5,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,201200001593,2012000,Morse Elementary,Blue Valley,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,13.52,384.0,28.4,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,201200001593,2012000,Morse Elementary,Blue Valley,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,13.52,384.0,28.4,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,201200001593,2012000,Morse Elementary,Blue Valley,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,13.52,384.0,28.4,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,201200001593,2012000,Morse Elementary,Blue Valley,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,13.52,384.0,28.4,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,201200001593,2012000,Morse Elementary,Blue Valley,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,13.52,384.0,28.4,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,201200001593,2012000,Morse Elementary,Blue Valley,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,13.52,384.0,28.4,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,201200001593,2012000,Morse Elementary,Blue Valley,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,13.52,384.0,28.4,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,201200001593,2012000,Morse Elementary,Blue Valley,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,13.52,384.0,28.4,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,201164001546,2011640,Overland Park Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,13.58,399.0,29.6,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,201164001546,2011640,Overland Park Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,13.58,399.0,29.6,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,201164001546,2011640,Overland Park Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,13.58,399.0,29.6,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,201164001546,2011640,Overland Park Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,13.58,399.0,29.6,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,201164001546,2011640,Overland Park Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,13.58,399.0,29.6,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,201164001546,2011640,Overland Park Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,13.58,399.0,29.6,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,201164001546,2011640,Overland Park Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,13.58,399.0,29.6,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,201164001546,2011640,Overland Park Elem,Shawnee Mission Pub Sch,KS,Johnson County,20091,City,Primary,Regular School,1,True,False,False,13.58,399.0,29.6,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,201200001291,2012000,Pleasant Ridge Middle,Blue Valley,KS,Johnson County,20091,Rural,Middle,Regular School,1,True,False,False,15.25,613.0,40.2,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,201200001291,2012000,Pleasant Ridge Middle,Blue Valley,KS,Johnson County,20091,Rural,Middle,Regular School,1,True,False,False,15.25,613.0,40.2,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,201200001291,2012000,Pleasant Ridge Middle,Blue Valley,KS,Johnson County,20091,Rural,Middle,Regular School,1,True,False,False,15.25,613.0,40.2,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,201200001291,2012000,Pleasant Ridge Middle,Blue Valley,KS,Johnson County,20091,Rural,Middle,Regular School,1,True,False,False,15.25,613.0,40.2,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,201200001291,2012000,Pleasant Ridge Middle,Blue Valley,KS,Johnson County,20091,Rural,Middle,Regular School,1,True,False,False,15.25,613.0,40.2,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,201200001291,2012000,Pleasant Ridge Middle,Blue Valley,KS,Johnson County,20091,Rural,Middle,Regular School,1,True,False,False,15.25,613.0,40.2,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,201200001291,2012000,Pleasant Ridge Middle,Blue Valley,KS,Johnson County,20091,Rural,Middle,Regular School,1,True,False,False,15.25,613.0,40.2,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,201200001291,2012000,Pleasant Ridge Middle,Blue Valley,KS,Johnson County,20091,Rural,Middle,Regular School,1,True,False,False,15.25,613.0,40.2,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,291314000550,2913140,CONN-WEST ELEM.,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,14.61,409.0,28.0,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,291314000550,2913140,CONN-WEST ELEM.,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,14.61,409.0,28.0,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,291314000550,2913140,CONN-WEST ELEM.,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,14.61,409.0,28.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,291314000550,2913140,CONN-WEST ELEM.,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,14.61,409.0,28.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,291314000550,2913140,CONN-WEST ELEM.,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,14.61,409.0,28.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,291314000550,2913140,CONN-WEST ELEM.,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,14.61,409.0,28.0,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,291314000550,2913140,CONN-WEST ELEM.,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,14.61,409.0,28.0,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,291314000550,2913140,CONN-WEST ELEM.,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Primary,Regular School,1,True,False,False,14.61,409.0,28.0,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,200564001773,2005640,Pleasant Ridge Elementary,Easton,KS,Leavenworth County,20103,Rural,Primary,Regular School,1,True,False,False,13.06,237.0,18.6,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,200564001773,2005640,Pleasant Ridge Elementary,Easton,KS,Leavenworth County,20103,Rural,Primary,Regular School,1,True,False,False,13.06,237.0,18.6,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,200564001773,2005640,Pleasant Ridge Elementary,Easton,KS,Leavenworth County,20103,Rural,Primary,Regular School,1,True,False,False,13.06,237.0,18.6,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,200564001773,2005640,Pleasant Ridge Elementary,Easton,KS,Leavenworth County,20103,Rural,Primary,Regular School,1,True,False,False,13.06,237.0,18.6,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,200564001773,2005640,Pleasant Ridge Elementary,Easton,KS,Leavenworth County,20103,Rural,Primary,Regular School,1,True,False,False,13.06,237.0,18.6,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,200564001773,2005640,Pleasant Ridge Elementary,Easton,KS,Leavenworth County,20103,Rural,Primary,Regular School,1,True,False,False,13.06,237.0,18.6,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,200564001773,2005640,Pleasant Ridge Elementary,Easton,KS,Leavenworth County,20103,Rural,Primary,Regular School,1,True,False,False,13.06,237.0,18.6,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,200564001773,2005640,Pleasant Ridge Elementary,Easton,KS,Leavenworth County,20103,Rural,Primary,Regular School,1,True,False,False,13.06,237.0,18.6,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,292280001282,2922800,NEW MARK MIDDLE,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Middle,Regular School,1,True,False,False,17.37,1235.0,71.1,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,292280001282,2922800,NEW MARK MIDDLE,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Middle,Regular School,1,True,False,False,17.37,1235.0,71.1,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,292280001282,2922800,NEW MARK MIDDLE,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Middle,Regular School,1,True,False,False,17.37,1235.0,71.1,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,292280001282,2922800,NEW MARK MIDDLE,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Middle,Regular School,1,True,False,False,17.37,1235.0,71.1,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,292280001282,2922800,NEW MARK MIDDLE,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Middle,Regular School,1,True,False,False,17.37,1235.0,71.1,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,292280001282,2922800,NEW MARK MIDDLE,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Middle,Regular School,1,True,False,False,17.37,1235.0,71.1,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,292280001282,2922800,NEW MARK MIDDLE,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Middle,Regular School,1,True,False,False,17.37,1235.0,71.1,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,292280001282,2922800,NEW MARK MIDDLE,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Middle,Regular School,1,True,False,False,17.37,1235.0,71.1,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,201236001520,2012360,Turner Middle School,Turner-Kansas City,KS,Wyandotte County,20209,City,Middle,Regular School,1,True,False,False,16.49,648.0,39.3,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,201236001520,2012360,Turner Middle School,Turner-Kansas City,KS,Wyandotte County,20209,City,Middle,Regular School,1,True,False,False,16.49,648.0,39.3,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,201236001520,2012360,Turner Middle School,Turner-Kansas City,KS,Wyandotte County,20209,City,Middle,Regular School,1,True,False,False,16.49,648.0,39.3,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,201236001520,2012360,Turner Middle School,Turner-Kansas City,KS,Wyandotte County,20209,City,Middle,Regular School,1,True,False,False,16.49,648.0,39.3,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,201236001520,2012360,Turner Middle School,Turner-Kansas City,KS,Wyandotte County,20209,City,Middle,Regular School,1,True,False,False,16.49,648.0,39.3,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,201236001520,2012360,Turner Middle School,Turner-Kansas City,KS,Wyandotte County,20209,City,Middle,Regular School,1,True,False,False,16.49,648.0,39.3,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,201236001520,2012360,Turner Middle School,Turner-Kansas City,KS,Wyandotte County,20209,City,Middle,Regular School,1,True,False,False,16.49,648.0,39.3,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,201236001520,2012360,Turner Middle School,Turner-Kansas City,KS,Wyandotte County,20209,City,Middle,Regular School,1,True,False,False,16.49,648.0,39.3,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,292355003087,2923550,GERNER FAMILY EARLY ED CTR.,PARK HILL,MO,Platte County,29165,City,Prekindergarten,Regular School,1,True,False,False,22.05,0.0,20.0,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,292355003087,2923550,GERNER FAMILY EARLY ED CTR.,PARK HILL,MO,Platte County,29165,City,Prekindergarten,Regular School,1,True,False,False,22.05,0.0,20.0,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,292355003087,2923550,GERNER FAMILY EARLY ED CTR.,PARK HILL,MO,Platte County,29165,City,Prekindergarten,Regular School,1,True,False,False,22.05,0.0,20.0,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,292355003087,2923550,GERNER FAMILY EARLY ED CTR.,PARK HILL,MO,Platte County,29165,City,Prekindergarten,Regular School,1,True,False,False,22.05,0.0,20.0,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,292355003087,2923550,GERNER FAMILY EARLY ED CTR.,PARK HILL,MO,Platte County,29165,City,Prekindergarten,Regular School,1,True,False,False,22.05,0.0,20.0,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,292355003087,2923550,GERNER FAMILY EARLY ED CTR.,PARK HILL,MO,Platte County,29165,City,Prekindergarten,Regular School,1,True,False,False,22.05,0.0,20.0,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,292355003087,2923550,GERNER FAMILY EARLY ED CTR.,PARK HILL,MO,Platte County,29165,City,Prekindergarten,Regular School,1,True,False,False,22.05,0.0,20.0,chem,Chemistry,Science,Foundation Core,,,,,,
