school_year,crdc_wave,nces_school_id,nces_lea_id,school_name,district_name,state,county_name,county_fips,locale_group,school_level,school_type,operational_status,is_operating,is_charter,is_virtual,school_ptr,enrollment_k12,classroom_teacher_fte,course_code,course_name,subject_area,course_level,num_classes,num_enrolled,num_certified,mean_class_size,certified_share,allocation_wedge
2017-2018,2017-18,292280002621,2922800,FOX HILL ELEM.,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,18.07,663.0,36.69,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,292280002621,2922800,FOX HILL ELEM.,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,18.07,663.0,36.69,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,292280002621,2922800,FOX HILL ELEM.,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,18.07,663.0,36.69,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,292280002621,2922800,FOX HILL ELEM.,NORTH KANSAS CITY 74,MO,Clay County,29047,City,Primary,Regular School,1,True,False,False,18.07,663.0,36.69,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,200642000123,2006420,Edgerton Elem,Gardner Edgerton,KS,Johnson County,20091,Rural,Primary,Regular School,1,True,False,False,10.97,160.0,16.5,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,200642000123,2006420,Edgerton Elem,Gardner Edgerton,KS,Johnson County,20091,Rural,Primary,Regular School,1,True,False,False,10.97,160.0,16.5,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,200642000123,2006420,Edgerton Elem,Gardner Edgerton,KS,Johnson County,20091,Rural,Primary,Regular School,1,True,False,False,10.97,160.0,16.5,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,200642000123,2006420,Edgerton Elem,Gardner Edgerton,KS,Johnson County,20091,Rural,Primary,Regular School,1,True,False,False,10.97,160.0,16.5,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,200642000123,2006420,Edgerton Elem,Gardner Edgerton,KS,Johnson County,20091,Rural,Primary,Regular School,1,True,False,False,10.97,160.0,16.5,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,200642000123,2006420,Edgerton Elem,Gardner Edgerton,KS,Johnson County,20091,Rural,Primary,Regular School,1,True,False,False,10.97,160.0,16.5,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,200642000123,2006420,Edgerton Elem,Gardner Edgerton,KS,Johnson County,20091,Rural,Primary,Regular School,1,True,False,False,10.97,160.0,16.5,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,200642000123,2006420,Edgerton Elem,Gardner Edgerton,KS,Johnson County,20091,Rural,Primary,Regular School,1,True,False,False,10.97,160.0,16.5,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,291308000546,2913080,GRAIN VALLEY HIGH,GRAIN VALLEY R-V,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,16.77,1326.0,79.07,alg1,Algebra I,Math,Foundation Core,7.0,143.0,7.0,20.428571428571427,1.0,3.6585714285714275
2017-2018,2017-18,291308000546,2913080,GRAIN VALLEY HIGH,GRAIN VALLEY R-V,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,16.77,1326.0,79.07,geom,Geometry,Math,Foundation Core,14.0,327.0,14.0,23.357142857142858,1.0,6.587142857142858
2017-2018,2017-18,291308000546,2913080,GRAIN VALLEY HIGH,GRAIN VALLEY R-V,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,16.77,1326.0,79.07,alg2,Algebra II,Math,Foundation Core,16.0,162.0,16.0,10.125,1.0,-6.645
2017-2018,2017-18,291308000546,2913080,GRAIN VALLEY HIGH,GRAIN VALLEY R-V,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,16.77,1326.0,79.07,advm,Advanced Mathematics,Math,Advanced / Specialized,14.0,292.0,14.0,20.857142857142858,1.0,4.087142857142858
2017-2018,2017-18,291308000546,2913080,GRAIN VALLEY HIGH,GRAIN VALLEY R-V,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,16.77,1326.0,79.07,calc,Calculus,Math,Advanced / Specialized,6.0,134.0,6.0,22.333333333333332,1.0,5.563333333333333
2017-2018,2017-18,291308000546,2913080,GRAIN VALLEY HIGH,GRAIN VALLEY R-V,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,16.77,1326.0,79.07,bio,Biology,Science,Foundation Core,12.0,261.0,12.0,21.75,1.0,4.98
2017-2018,2017-18,291308000546,2913080,GRAIN VALLEY HIGH,GRAIN VALLEY R-V,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,16.77,1326.0,79.07,chem,Chemistry,Science,Foundation Core,10.0,264.0,9.0,26.4,0.9,9.629999999999999
2017-2018,2017-18,291308000546,2913080,GRAIN VALLEY HIGH,GRAIN VALLEY R-V,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,16.77,1326.0,79.07,phys,Physics,Science,Advanced / Specialized,2.0,41.0,2.0,20.5,1.0,3.7300000000000004
2017-2018,2017-18,201200000012,2012000,Harmony Middle,Blue Valley,KS,Johnson County,20091,City,Middle,Regular School,1,True,False,False,14.65,560.0,38.23,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,201200000012,2012000,Harmony Middle,Blue Valley,KS,Johnson County,20091,City,Middle,Regular School,1,True,False,False,14.65,560.0,38.23,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,201200000012,2012000,Harmony Middle,Blue Valley,KS,Johnson County,20091,City,Middle,Regular School,1,True,False,False,14.65,560.0,38.23,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,201200000012,2012000,Harmony Middle,Blue Valley,KS,Johnson County,20091,City,Middle,Regular School,1,True,False,False,14.65,560.0,38.23,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,201200000012,2012000,Harmony Middle,Blue Valley,KS,Johnson County,20091,City,Middle,Regular School,1,True,False,False,14.65,560.0,38.23,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,201200000012,2012000,Harmony Middle,Blue Valley,KS,Johnson County,20091,City,Middle,Regular School,1,True,False,False,14.65,560.0,38.23,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,201200000012,2012000,Harmony Middle,Blue Valley,KS,Johnson County,20091,City,Middle,Regular School,1,True,False,False,14.65,560.0,38.23,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,201200000012,2012000,Harmony Middle,Blue Valley,KS,Johnson County,20091,City,Middle,Regular School,1,True,False,False,14.65,560.0,38.23,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,201014001704,2010140,Mahaffie Elem,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,15.75,368.0,25.9,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,201014001704,2010140,Mahaffie Elem,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,15.75,368.0,25.9,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,201014001704,2010140,Mahaffie Elem,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,15.75,368.0,25.9,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,201014001704,2010140,Mahaffie Elem,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,15.75,368.0,25.9,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,201014001704,2010140,Mahaffie Elem,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,15.75,368.0,25.9,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,201014001704,2010140,Mahaffie Elem,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,15.75,368.0,25.9,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,201014001704,2010140,Mahaffie Elem,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,15.75,368.0,25.9,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,201014001704,2010140,Mahaffie Elem,Olathe,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,15.75,368.0,25.9,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,291314000551,2913140,GRANDVIEW MIDDLE,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Middle,Regular School,1,True,False,False,14.82,589.0,39.75,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,291314000551,2913140,GRANDVIEW MIDDLE,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Middle,Regular School,1,True,False,False,14.82,589.0,39.75,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,291314000551,2913140,GRANDVIEW MIDDLE,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Middle,Regular School,1,True,False,False,14.82,589.0,39.75,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,291314000551,2913140,GRANDVIEW MIDDLE,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Middle,Regular School,1,True,False,False,14.82,589.0,39.75,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,291314000551,2913140,GRANDVIEW MIDDLE,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Middle,Regular School,1,True,False,False,14.82,589.0,39.75,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,291314000551,2913140,GRANDVIEW MIDDLE,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Middle,Regular School,1,True,False,False,14.82,589.0,39.75,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,291314000551,2913140,GRANDVIEW MIDDLE,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Middle,Regular School,1,True,False,False,14.82,589.0,39.75,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,291314000551,2913140,GRANDVIEW MIDDLE,GRANDVIEW C-4,MO,Jackson County,29095,Suburb,Middle,Regular School,1,True,False,False,14.82,589.0,39.75,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,291645000891,2916450,KEARNEY ELEM.,KEARNEY R-I,MO,Clay County,29047,Town,Primary,Regular School,1,True,False,False,12.63,270.0,21.37,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,291645000891,2916450,KEARNEY ELEM.,KEARNEY R-I,MO,Clay County,29047,Town,Primary,Regular School,1,True,False,False,12.63,270.0,21.37,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,291645000891,2916450,KEARNEY ELEM.,KEARNEY R-I,MO,Clay County,29047,Town,Primary,Regular School,1,True,False,False,12.63,270.0,21.37,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,291645000891,2916450,KEARNEY ELEM.,KEARNEY R-I,MO,Clay County,29047,Town,Primary,Regular School,1,True,False,False,12.63,270.0,21.37,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,291645000891,2916450,KEARNEY ELEM.,KEARNEY R-I,MO,Clay County,29047,Town,Primary,Regular School,1,True,False,False,12.63,270.0,21.37,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,291645000891,2916450,KEARNEY ELEM.,KEARNEY R-I,MO,Clay County,29047,Town,Primary,Regular School,1,True,False,False,12.63,270.0,21.37,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,291645000891,2916450,KEARNEY ELEM.,KEARNEY R-I,MO,Clay County,29047,Town,Primary,Regular School,1,True,False,False,12.63,270.0,21.37,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,291645000891,2916450,KEARNEY ELEM.,KEARNEY R-I,MO,Clay County,29047,Town,Primary,Regular School,1,True,False,False,12.63,270.0,21.37,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,291107000379,2911070,DREXEL HIGH,DREXEL R-IV,MO,Cass County,29037,Rural,High,Regular School,1,True,False,False,9.18,154.0,16.78,alg1,Algebra I,Math,Foundation Core,29.0,29.0,2.0,1.0,0.06896551724137931,-8.18
2017-2018,2017-18,291107000379,2911070,DREXEL HIGH,DREXEL R-IV,MO,Cass County,29037,Rural,High,Regular School,1,True,False,False,9.18,154.0,16.78,geom,Geometry,Math,Foundation Core,12.0,12.0,1.0,1.0,0.08333333333333333,-8.18
2017-2018,2017-18,291107000379,2911070,DREXEL HIGH,DREXEL R-IV,MO,Cass County,29037,Rural,High,Regular School,1,True,False,False,9.18,154.0,16.78,alg2,Algebra II,Math,Foundation Core,18.0,19.0,1.0,1.0555555555555556,0.05555555555555555,-8.124444444444444
2017-2018,2017-18,291107000379,2911070,DREXEL HIGH,DREXEL R-IV,MO,Cass County,29037,Rural,High,Regular School,1,True,False,False,9.18,154.0,16.78,advm,Advanced Mathematics,Math,Advanced / Specialized,0.0,,,,,
2017-2018,2017-18,291107000379,2911070,DREXEL HIGH,DREXEL R-IV,MO,Cass County,29037,Rural,High,Regular School,1,True,False,False,9.18,154.0,16.78,calc,Calculus,Math,Advanced / Specialized,4.0,4.0,1.0,1.0,0.25,-8.18
2017-2018,2017-18,291107000379,2911070,DREXEL HIGH,DREXEL R-IV,MO,Cass County,29037,Rural,High,Regular School,1,True,False,False,9.18,154.0,16.78,bio,Biology,Science,Foundation Core,2.0,28.0,2.0,14.0,1.0,4.82
2017-2018,2017-18,291107000379,2911070,DREXEL HIGH,DREXEL R-IV,MO,Cass County,29037,Rural,High,Regular School,1,True,False,False,9.18,154.0,16.78,chem,Chemistry,Science,Foundation Core,1.0,4.0,1.0,4.0,1.0,-5.18
2017-2018,2017-18,291107000379,2911070,DREXEL HIGH,DREXEL R-IV,MO,Cass County,29037,Rural,High,Regular School,1,True,False,False,9.18,154.0,16.78,phys,Physics,Science,Advanced / Specialized,1.0,7.0,1.0,7.0,1.0,-2.1799999999999997
2017-2018,2017-18,292607001515,2926070,HERNDON CAREER CTR.,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Career and Technical,1,True,False,False,,0.0,17.0,alg1,Algebra I,Math,Foundation Core,0.0,,,,,
2017-2018,2017-18,292607001515,2926070,HERNDON CAREER CTR.,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Career and Technical,1,True,False,False,,0.0,17.0,geom,Geometry,Math,Foundation Core,0.0,,,,,
2017-2018,2017-18,292607001515,2926070,HERNDON CAREER CTR.,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Career and Technical,1,True,False,False,,0.0,17.0,alg2,Algebra II,Math,Foundation Core,0.0,,,,,
2017-2018,2017-18,292607001515,2926070,HERNDON CAREER CTR.,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Career and Technical,1,True,False,False,,0.0,17.0,advm,Advanced Mathematics,Math,Advanced / Specialized,0.0,,,,,
2017-2018,2017-18,292607001515,2926070,HERNDON CAREER CTR.,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Career and Technical,1,True,False,False,,0.0,17.0,calc,Calculus,Math,Advanced / Specialized,0.0,,,,,
2017-2018,2017-18,292607001515,2926070,HERNDON CAREER CTR.,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Career and Technical,1,True,False,False,,0.0,17.0,bio,Biology,Science,Foundation Core,0.0,,,,,
2017-2018,2017-18,292607001515,2926070,HERNDON CAREER CTR.,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Career and Technical,1,True,False,False,,0.0,17.0,chem,Chemistry,Science,Foundation Core,0.0,,,,,
2017-2018,2017-18,292607001515,2926070,HERNDON CAREER CTR.,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Career and Technical,1,True,False,False,,0.0,17.0,phys,Physics,Science,Advanced / Specialized,0.0,,,,,
2017-2018,2017-18,291640000862,2916400,PASEO ACAD. OF PERFORMING ARTS,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,13.18,462.0,35.06,alg1,Algebra I,Math,Foundation Core,6.0,110.0,6.0,18.333333333333332,1.0,5.153333333333332
2017-2018,2017-18,291640000862,2916400,PASEO ACAD. OF PERFORMING ARTS,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,13.18,462.0,35.06,geom,Geometry,Math,Foundation Core,4.0,21.0,4.0,5.25,1.0,-7.93
2017-2018,2017-18,291640000862,2916400,PASEO ACAD. OF PERFORMING ARTS,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,13.18,462.0,35.06,alg2,Algebra II,Math,Foundation Core,4.0,108.0,4.0,27.0,1.0,13.82
2017-2018,2017-18,291640000862,2916400,PASEO ACAD. OF PERFORMING ARTS,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,13.18,462.0,35.06,advm,Advanced Mathematics,Math,Advanced / Specialized,0.0,,,,,
2017-2018,2017-18,291640000862,2916400,PASEO ACAD. OF PERFORMING ARTS,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,13.18,462.0,35.06,calc,Calculus,Math,Advanced / Specialized,0.0,,,,,
2017-2018,2017-18,291640000862,2916400,PASEO ACAD. OF PERFORMING ARTS,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,13.18,462.0,35.06,bio,Biology,Science,Foundation Core,1.0,7.0,1.0,7.0,1.0,-6.18
2017-2018,2017-18,291640000862,2916400,PASEO ACAD. OF PERFORMING ARTS,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,13.18,462.0,35.06,chem,Chemistry,Science,Foundation Core,6.0,148.0,6.0,24.666666666666668,1.0,11.486666666666668
2017-2018,2017-18,291640000862,2916400,PASEO ACAD. OF PERFORMING ARTS,KANSAS CITY 33,MO,Jackson County,29095,City,High,Regular School,1,True,False,False,13.18,462.0,35.06,phys,Physics,Science,Advanced / Specialized,3.0,77.0,3.0,25.666666666666668,1.0,12.486666666666668
2017-2018,2017-18,291830002775,2918300,HAWTHORN HILL ELEM.,LEE'S SUMMIT R-VII,MO,Jackson County,29095,Rural,Primary,Regular School,1,True,False,False,16.16,550.0,34.04,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,291830002775,2918300,HAWTHORN HILL ELEM.,LEE'S SUMMIT R-VII,MO,Jackson County,29095,Rural,Primary,Regular School,1,True,False,False,16.16,550.0,34.04,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,291830002775,2918300,HAWTHORN HILL ELEM.,LEE'S SUMMIT R-VII,MO,Jackson County,29095,Rural,Primary,Regular School,1,True,False,False,16.16,550.0,34.04,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,291830002775,2918300,HAWTHORN HILL ELEM.,LEE'S SUMMIT R-VII,MO,Jackson County,29095,Rural,Primary,Regular School,1,True,False,False,16.16,550.0,34.04,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,291830002775,2918300,HAWTHORN HILL ELEM.,LEE'S SUMMIT R-VII,MO,Jackson County,29095,Rural,Primary,Regular School,1,True,False,False,16.16,550.0,34.04,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,291830002775,2918300,HAWTHORN HILL ELEM.,LEE'S SUMMIT R-VII,MO,Jackson County,29095,Rural,Primary,Regular School,1,True,False,False,16.16,550.0,34.04,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,291830002775,2918300,HAWTHORN HILL ELEM.,LEE'S SUMMIT R-VII,MO,Jackson County,29095,Rural,Primary,Regular School,1,True,False,False,16.16,550.0,34.04,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,291830002775,2918300,HAWTHORN HILL ELEM.,LEE'S SUMMIT R-VII,MO,Jackson County,29095,Rural,Primary,Regular School,1,True,False,False,16.16,550.0,34.04,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,291822000961,2918220,LAWSON MIDDLE,LAWSON R-XIV,MO,Ray County,29177,Rural,Middle,Regular School,1,True,False,False,14.82,351.0,23.69,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,291822000961,2918220,LAWSON MIDDLE,LAWSON R-XIV,MO,Ray County,29177,Rural,Middle,Regular School,1,True,False,False,14.82,351.0,23.69,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,291822000961,2918220,LAWSON MIDDLE,LAWSON R-XIV,MO,Ray County,29177,Rural,Middle,Regular School,1,True,False,False,14.82,351.0,23.69,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,291822000961,2918220,LAWSON MIDDLE,LAWSON R-XIV,MO,Ray County,29177,Rural,Middle,Regular School,1,True,False,False,14.82,351.0,23.69,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,291822000961,2918220,LAWSON MIDDLE,LAWSON R-XIV,MO,Ray County,29177,Rural,Middle,Regular School,1,True,False,False,14.82,351.0,23.69,calc,Calculus,Math,Advanced / Specialized,,,,,,
2017-2018,2017-18,291822000961,2918220,LAWSON MIDDLE,LAWSON R-XIV,MO,Ray County,29177,Rural,Middle,Regular School,1,True,False,False,14.82,351.0,23.69,bio,Biology,Science,Foundation Core,,,,,,
2017-2018,2017-18,291822000961,2918220,LAWSON MIDDLE,LAWSON R-XIV,MO,Ray County,29177,Rural,Middle,Regular School,1,True,False,False,14.82,351.0,23.69,chem,Chemistry,Science,Foundation Core,,,,,,
2017-2018,2017-18,291822000961,2918220,LAWSON MIDDLE,LAWSON R-XIV,MO,Ray County,29177,Rural,Middle,Regular School,1,True,False,False,14.82,351.0,23.69,phys,Physics,Science,Advanced / Specialized,,,,,,
2017-2018,2017-18,290531000085,2905310,BLUE SPRINGS HIGH,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,23.67,2487.0,105.07,alg1,Algebra I,Math,Foundation Core,4.0,64.0,4.0,16.0,1.0,-7.670000000000002
2017-2018,2017-18,290531000085,2905310,BLUE SPRINGS HIGH,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,23.67,2487.0,105.07,geom,Geometry,Math,Foundation Core,15.0,357.0,15.0,23.8,1.0,0.129999999999999
2017-2018,2017-18,290531000085,2905310,BLUE SPRINGS HIGH,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,23.67,2487.0,105.07,alg2,Algebra II,Math,Foundation Core,25.0,597.0,25.0,23.88,1.0,0.2099999999999973
2017-2018,2017-18,290531000085,2905310,BLUE SPRINGS HIGH,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,23.67,2487.0,105.07,advm,Advanced Mathematics,Math,Advanced / Specialized,24.0,498.0,24.0,20.75,1.0,-2.9200000000000017
2017-2018,2017-18,290531000085,2905310,BLUE SPRINGS HIGH,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,23.67,2487.0,105.07,calc,Calculus,Math,Advanced / Specialized,2.0,55.0,2.0,27.5,1.0,3.8299999999999983
2017-2018,2017-18,290531000085,2905310,BLUE SPRINGS HIGH,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,23.67,2487.0,105.07,bio,Biology,Science,Foundation Core,10.0,217.0,10.0,21.7,1.0,-1.9700000000000024
2017-2018,2017-18,290531000085,2905310,BLUE SPRINGS HIGH,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,23.67,2487.0,105.07,chem,Chemistry,Science,Foundation Core,30.0,641.0,30.0,21.366666666666667,1.0,-2.3033333333333346
2017-2018,2017-18,290531000085,2905310,BLUE SPRINGS HIGH,BLUE SPRINGS R-IV,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,23.67,2487.0,105.07,phys,Physics,Science,Advanced / Specialized,11.0,205.0,11.0,18.636363636363637,1.0,-5.033636363636365
2017-2018,2017-18,292607001526,2926070,RAYTOWN SOUTH SR. HIGH,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,16.07,1215.0,75.6,alg1,Algebra I,Math,Foundation Core,19.0,292.0,19.0,15.368421052631579,1.0,-0.7015789473684215
2017-2018,2017-18,292607001526,2926070,RAYTOWN SOUTH SR. HIGH,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,16.07,1215.0,75.6,geom,Geometry,Math,Foundation Core,15.0,171.0,15.0,11.4,1.0,-4.67
2017-2018,2017-18,292607001526,2926070,RAYTOWN SOUTH SR. HIGH,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,16.07,1215.0,75.6,alg2,Algebra II,Math,Foundation Core,9.0,95.0,6.0,10.555555555555555,0.6666666666666666,-5.514444444444445
2017-2018,2017-18,292607001526,2926070,RAYTOWN SOUTH SR. HIGH,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,16.07,1215.0,75.6,advm,Advanced Mathematics,Math,Advanced / Specialized,1.0,1.0,1.0,1.0,1.0,-15.07
2017-2018,2017-18,292607001526,2926070,RAYTOWN SOUTH SR. HIGH,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,16.07,1215.0,75.6,calc,Calculus,Math,Advanced / Specialized,0.0,,,,,
2017-2018,2017-18,292607001526,2926070,RAYTOWN SOUTH SR. HIGH,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,16.07,1215.0,75.6,bio,Biology,Science,Foundation Core,13.0,230.0,13.0,17.692307692307693,1.0,1.6223076923076931
2017-2018,2017-18,292607001526,2926070,RAYTOWN SOUTH SR. HIGH,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,16.07,1215.0,75.6,chem,Chemistry,Science,Foundation Core,9.0,113.0,6.0,12.555555555555555,0.6666666666666666,-3.514444444444445
2017-2018,2017-18,292607001526,2926070,RAYTOWN SOUTH SR. HIGH,RAYTOWN C-2,MO,Jackson County,29095,Suburb,High,Regular School,1,True,False,False,16.07,1215.0,75.6,phys,Physics,Science,Advanced / Specialized,1.0,3.0,1.0,3.0,1.0,-13.07
2017-2018,2017-18,200642000997,2006420,Sunflower Elementary,Gardner Edgerton,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,14.53,341.0,26.5,alg1,Algebra I,Math,Foundation Core,,,,,,
2017-2018,2017-18,200642000997,2006420,Sunflower Elementary,Gardner Edgerton,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,14.53,341.0,26.5,geom,Geometry,Math,Foundation Core,,,,,,
2017-2018,2017-18,200642000997,2006420,Sunflower Elementary,Gardner Edgerton,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,14.53,341.0,26.5,alg2,Algebra II,Math,Foundation Core,,,,,,
2017-2018,2017-18,200642000997,2006420,Sunflower Elementary,Gardner Edgerton,KS,Johnson County,20091,Suburb,Primary,Regular School,1,True,False,False,14.53,341.0,26.5,advm,Advanced Mathematics,Math,Advanced / Specialized,,,,,,
