SCHOOL_YEAR,FIPST,STATENAME,ST,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2024-2025,29,MISSOURI,MO,BROOKSIDE CHARTER SCH.,01,,MO-048916,2900024,Secondary School Counselors,1.90,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BROOKSIDE CHARTER SCH.,01,,MO-048916,2900024,Secondary Teachers,25.60,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BROOKSIDE CHARTER SCH.,01,,MO-048916,2900024,Student Support Services Staff (w/o Psychology),14.20,Category Set A,Reported
2024-2025,29,MISSOURI,MO,BROOKSIDE CHARTER SCH.,01,,MO-048916,2900024,Guidance Counselors,5.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,BROOKSIDE CHARTER SCH.,01,,MO-048916,2900024,LEA Staff,11.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,BROOKSIDE CHARTER SCH.,01,,MO-048916,2900024,Other Staff,17.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,BROOKSIDE CHARTER SCH.,01,,MO-048916,2900024,School Staff,31.20,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,BROOKSIDE CHARTER SCH.,01,,MO-048916,2900024,Teachers,82.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,BROOKSIDE CHARTER SCH.,01,,MO-048916,2900024,No Category Codes,146.20,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,All Other Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,Elementary School Counselors,0.40,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,Elementary Teachers,11.05,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,Instructional Coordinators and Supervisors to the Staff,1.97,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,Kindergarten Teachers,1.15,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,LEA Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,LEA Administrators,1.15,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,Librarians/media specialists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,Paraprofessionals/Instructional Aides,6.40,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,Pre-kindergarten Teachers,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,School administrators,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,School Counselors,0.90,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,Secondary School Counselors,0.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,Secondary Teachers,17.28,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,Student Support Services Staff (w/o Psychology),2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,Guidance Counselors,1.80,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,LEA Staff,3.12,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,Other Staff,0.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,School Staff,9.40,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,Teachers,29.48,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,ALLEN VILLAGE,01,,MO-048909,2900025,No Category Codes,43.80,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,All Other Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,Elementary School Counselors,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,Elementary Teachers,30.34,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,Instructional Coordinators and Supervisors to the Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,Kindergarten Teachers,6.86,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,LEA Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,LEA Administrators,1.20,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,Librarians/media specialists,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,Paraprofessionals/Instructional Aides,8.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,Pre-kindergarten Teachers,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,School administrators,5.75,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,School Counselors,0.75,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,Secondary School Counselors,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,Secondary Teachers,39.30,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,Student Support Services Staff (w/o Psychology),6.80,Category Set A,Reported
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,Guidance Counselors,2.75,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,LEA Staff,1.20,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,Other Staff,0.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,School Staff,22.55,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,Teachers,78.50,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,UNIVERSITY ACADEMY,01,,MO-048901,2900027,No Category Codes,105.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,All Other Support Staff,6.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,Elementary School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,Elementary Teachers,30.18,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,Instructional Coordinators and Supervisors to the Staff,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,Kindergarten Teachers,2.72,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,LEA Administrative Support Staff,7.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,LEA Administrators,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,Librarians/media specialists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,Paraprofessionals/Instructional Aides,9.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,Pre-kindergarten Teachers,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,School administrators,1.90,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,Secondary School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,Secondary Teachers,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,Student Support Services Staff (w/o Psychology),4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,Guidance Counselors,0.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,LEA Staff,9.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,Other Staff,6.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,School Staff,14.90,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,Teachers,32.90,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LEE A. TOLBERT COM. ACADEMY,01,,MO-048910,2900028,No Category Codes,62.80,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,All Other Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,Elementary School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,Elementary Teachers,62.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,Instructional Coordinators and Supervisors to the Staff,6.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,Kindergarten Teachers,8.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,LEA Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,LEA Administrators,4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,Librarians/media specialists,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,Paraprofessionals/Instructional Aides,28.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,Pre-kindergarten Teachers,4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,School administrators,7.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,School Counselors,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,Secondary School Counselors,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,Secondary Teachers,74.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,Student Support Services Staff (w/o Psychology),10.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,Guidance Counselors,3.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,LEA Staff,10.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,Other Staff,0.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,School Staff,46.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,Teachers,148.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,GUADALUPE CENTERS SCHOOLS,01,,MO-048902,2900029,No Category Codes,207.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,All Other Support Staff,11.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,Elementary School Counselors,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,Elementary Teachers,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,Instructional Coordinators and Supervisors to the Staff,5.90,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,Kindergarten Teachers,5.12,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,LEA Administrative Support Staff,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,LEA Administrators,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,Librarians/media specialists,1.20,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,Paraprofessionals/Instructional Aides,13.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,Pre-kindergarten Teachers,4.90,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,School administrators,14.40,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,School Counselors,4.30,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,Secondary School Counselors,3.80,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,Secondary Teachers,89.58,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,Student Support Services Staff (w/o Psychology),16.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,Guidance Counselors,9.10,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,LEA Staff,9.90,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,Other Staff,11.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,School Staff,45.10,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,Teachers,99.60,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,KIPP: ENDEAVOR ACADEMY,01,,MO-048918,2900031,No Category Codes,174.70,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,All Other Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,Elementary School Counselors,0.02,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,Elementary Teachers,47.38,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,Instructional Coordinators and Supervisors to the Staff,3.80,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,Kindergarten Teachers,6.85,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,LEA Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,LEA Administrators,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,Librarians/media specialists,1.70,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,Paraprofessionals/Instructional Aides,22.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,Pre-kindergarten Teachers,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,School administrators,13.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,School Counselors,0.94,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,Secondary School Counselors,0.04,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,Secondary Teachers,108.27,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,Student Support Services Staff (w/o Psychology),1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,Guidance Counselors,1.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,LEA Staff,5.80,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,Other Staff,0.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,School Staff,37.70,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,Teachers,165.50,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,FRONTIER SCHOOLS,01,,MO-048922,2900590,No Category Codes,210.00,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,DELASALLE CHARTER SCHOOL,01,,MO-048923,2900593,All Other Support Staff,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DELASALLE CHARTER SCHOOL,01,,MO-048923,2900593,Elementary School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DELASALLE CHARTER SCHOOL,01,,MO-048923,2900593,Elementary Teachers,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DELASALLE CHARTER SCHOOL,01,,MO-048923,2900593,Instructional Coordinators and Supervisors to the Staff,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DELASALLE CHARTER SCHOOL,01,,MO-048923,2900593,Kindergarten Teachers,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DELASALLE CHARTER SCHOOL,01,,MO-048923,2900593,LEA Administrative Support Staff,8.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DELASALLE CHARTER SCHOOL,01,,MO-048923,2900593,LEA Administrators,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DELASALLE CHARTER SCHOOL,01,,MO-048923,2900593,Librarians/media specialists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DELASALLE CHARTER SCHOOL,01,,MO-048923,2900593,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DELASALLE CHARTER SCHOOL,01,,MO-048923,2900593,Paraprofessionals/Instructional Aides,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DELASALLE CHARTER SCHOOL,01,,MO-048923,2900593,Pre-kindergarten Teachers,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,DELASALLE CHARTER SCHOOL,01,,MO-048923,2900593,School Administrative Support Staff,0.00,Category Set A,Reported
