SCHOOL_YEAR,FIPST,STATENAME,ST,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,STAFF,STAFF_COUNT,TOTAL_INDICATOR,DMS_FLAG
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,Kindergarten Teachers,12.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,LEA Administrative Support Staff,28.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,LEA Administrators,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,Librarians/media specialists,7.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,Paraprofessionals/Instructional Aides,74.81,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,Pre-kindergarten Teachers,7.27,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,School administrators,13.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,School Counselors,3.51,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,Secondary School Counselors,3.49,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,Secondary Teachers,135.35,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,Student Support Services Staff (w/o Psychology),26.15,Category Set A,Reported
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,Guidance Counselors,11.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,LEA Staff,36.35,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,Other Staff,55.14,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,School Staff,120.96,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,Teachers,251.43,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,KEARNEY R-I,01,,MO-024086,2916450,No Category Codes,474.88,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,All Other Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,Elementary School Counselors,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,Elementary Teachers,25.15,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,Instructional Coordinators and Supervisors to the Staff,0.90,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,Kindergarten Teachers,4.85,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,LEA Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,LEA Administrators,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,Librarians/media specialists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,Library/Media Support Staff,0.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,Paraprofessionals/Instructional Aides,13.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,Pre-kindergarten Teachers,2.75,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,School administrators,6.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,School Counselors,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,Secondary School Counselors,0.75,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,Secondary Teachers,49.75,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,Student Support Services Staff (w/o Psychology),3.35,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,Guidance Counselors,2.75,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,LEA Staff,1.90,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,Other Staff,0.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,School Staff,23.35,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,Teachers,82.50,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LAWSON R-XIV,01,,MO-089080,2918220,No Category Codes,110.50,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,All Other Support Staff,667.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,Elementary School Counselors,22.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,Elementary Teachers,449.56,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,Instructional Coordinators and Supervisors to the Staff,9.75,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,Kindergarten Teachers,73.03,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,LEA Administrative Support Staff,161.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,LEA Administrators,8.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,Librarians/media specialists,22.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,Paraprofessionals/Instructional Aides,187.43,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,Pre-kindergarten Teachers,40.53,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,School administrators,69.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,School Counselors,15.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,School Psychologists,4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,Secondary School Counselors,12.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,Secondary Teachers,661.73,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,Student Support Services Staff (w/o Psychology),125.76,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,Guidance Counselors,49.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,LEA Staff,178.75,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,Other Staff,667.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,School Staff,408.19,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,Teachers,1224.85,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LEE'S SUMMIT R-VII,01,,MO-048071,2918300,No Category Codes,2527.79,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,All Other Support Staff,722.47,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,Elementary School Counselors,16.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,Elementary Teachers,327.97,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,Instructional Coordinators and Supervisors to the Staff,22.72,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,Kindergarten Teachers,45.34,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,LEA Administrative Support Staff,84.64,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,LEA Administrators,7.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,Librarians/media specialists,15.76,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,Paraprofessionals/Instructional Aides,149.37,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,Pre-kindergarten Teachers,25.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,School Administrative Support Staff,6.37,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,School administrators,42.85,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,School Counselors,13.90,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,School Psychologists,10.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,Secondary School Counselors,10.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,Secondary Teachers,458.19,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,Student Support Services Staff (w/o Psychology),61.98,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,Guidance Counselors,39.90,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,LEA Staff,114.36,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,Other Staff,722.47,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,School Staff,286.33,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,Teachers,856.50,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LIBERTY 53,01,,MO-024090,2918540,No Category Codes,2019.56,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,All Other Support Staff,9.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,Elementary School Counselors,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,Elementary Teachers,20.20,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,Instructional Coordinators and Supervisors to the Staff,3.36,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,Kindergarten Teachers,2.30,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,LEA Administrative Support Staff,6.75,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,LEA Administrators,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,Librarians/media specialists,0.93,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,Paraprofessionals/Instructional Aides,9.25,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,Pre-kindergarten Teachers,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,School administrators,3.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,School Counselors,1.74,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,Secondary School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,Secondary Teachers,31.40,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,Student Support Services Staff (w/o Psychology),5.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,Guidance Counselors,2.74,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,LEA Staff,11.11,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,Other Staff,9.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,School Staff,18.68,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,Teachers,55.90,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,LONE JACK C-6,01,,MO-048075,2919230,No Category Codes,97.43,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,All Other Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,Elementary School Counselors,0.20,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,Elementary Teachers,3.30,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,Instructional Coordinators and Supervisors to the Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,Kindergarten Teachers,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,LEA Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,LEA Administrators,0.10,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,Librarians/media specialists,0.20,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,Paraprofessionals/Instructional Aides,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,Pre-kindergarten Teachers,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,School administrators,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,Secondary School Counselors,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,Secondary Teachers,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,Student Support Services Staff (w/o Psychology),0.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,Guidance Counselors,0.20,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,LEA Staff,0.10,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,Other Staff,0.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,School Staff,1.70,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,Teachers,3.30,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,MISSOURI CITY 56,01,,MO-024091,2921060,No Category Codes,5.30,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,All Other Support Staff,1010.51,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,Elementary School Counselors,27.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,Elementary Teachers,564.57,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,Instructional Coordinators and Supervisors to the Staff,37.93,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,Kindergarten Teachers,98.29,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,LEA Administrative Support Staff,195.46,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,LEA Administrators,7.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,Librarians/media specialists,31.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,Paraprofessionals/Instructional Aides,283.86,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,Pre-kindergarten Teachers,72.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,School administrators,80.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,School Counselors,16.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,School Psychologists,24.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,Secondary School Counselors,12.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,Secondary Teachers,772.35,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,Student Support Services Staff (w/o Psychology),85.44,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,Guidance Counselors,55.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,LEA Staff,240.39,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,Other Staff,1010.51,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,School Staff,504.30,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,Teachers,1507.21,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,NORTH KANSAS CITY 74,01,,MO-024093,2922800,No Category Codes,3317.41,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,All Other Support Staff,9.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,Elementary School Counselors,0.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,Elementary Teachers,16.61,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,Instructional Coordinators and Supervisors to the Staff,1.45,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,Kindergarten Teachers,2.57,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,LEA Administrative Support Staff,17.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,LEA Administrators,0.70,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,Librarians/media specialists,0.80,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,Paraprofessionals/Instructional Aides,8.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,Pre-kindergarten Teachers,0.62,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,School Administrative Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,School administrators,2.40,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,School Counselors,0.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,School Psychologists,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,Secondary School Counselors,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,Secondary Teachers,27.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,Student Support Services Staff (w/o Psychology),2.45,Category Set A,Reported
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,Guidance Counselors,2.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,LEA Staff,19.15,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,Other Staff,9.00,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,School Staff,13.65,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,Teachers,46.80,Derived - Major Staffing Category,Derived
2024-2025,29,MISSOURI,MO,NORTH PLATTE CO. R-I,01,,MO-083001,2922830,No Category Codes,90.60,Education Unit Total,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,All Other Support Staff,212.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,Elementary School Counselors,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,Elementary Teachers,55.78,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,Instructional Coordinators and Supervisors to the Staff,4.25,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,Kindergarten Teachers,9.18,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,LEA Administrative Support Staff,38.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,LEA Administrators,2.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,Librarians/media specialists,4.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,Library/Media Support Staff,0.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,Paraprofessionals/Instructional Aides,19.88,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,Pre-kindergarten Teachers,5.50,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,School Administrative Support Staff,1.00,Category Set A,Reported
2024-2025,29,MISSOURI,MO,OAK GROVE R-VI,01,,MO-048070,2923010,School administrators,9.00,Category Set A,Reported
